OBJECTID,Shape,TIMESTAMP,Date,Time,Lat_DD,Long_DD,DetDate,DetTime,DetDur,TagType,TagID,Antenna,,,
1,Point,9/23/2024 11:41:00 AM,9/23/2024,11:41:52,1266479.414,2806267.464,9/23/2024,11:40:58,00:00.0,HA,230000087405,M3,<Null>,<Null>,<Null>
2,Point,9/23/2024 11:43:00 AM,9/23/2024,11:43:05,1266479.414,2806267.464,9/23/2024,11:42:12,00:00.0,HA,226001581072,M3,<Null>,<Null>,<Null>
3,Point,9/23/2024 11:58:00 AM,9/23/2024,11:58:38,1266479.414,2806267.464,9/23/2024,11:57:45,00:00.0,HA,230000087405,M3,<Null>,<Null>,<Null>
4,Point,9/23/2024 12:33:00 PM,9/23/2024,12:33:03,1266509.648,2806267.7,9/23/2024,12:32:09,00:00.0,HA,228000607516,M3,<Null>,<Null>,<Null>
5,Point,9/23/2024 12:33:00 PM,9/23/2024,12:33:28,1266528.223,2806221.381,9/23/2024,12:32:35,00:00.0,HA,230000111560,M3,<Null>,<Null>,<Null>
6,Point,9/23/2024 12:33:00 PM,9/23/2024,12:33:31,1266534.054,2806267.89,9/23/2024,12:32:38,00:00.0,HA,231000039735,M3,<Null>,<Null>,<Null>
7,Point,9/23/2024 12:33:00 PM,9/23/2024,12:33:33,1266534.054,2806267.89,9/23/2024,12:32:39,00:00.1,HA,230000111566,M3,<Null>,<Null>,<Null>
8,Point,9/23/2024 12:33:00 PM,9/23/2024,12:33:52,1266534.054,2806267.89,9/23/2024,12:32:59,00:00.0,HA,230000111686,M3,<Null>,<Null>,<Null>
9,Point,9/23/2024 12:34:00 PM,9/23/2024,12:34:03,1266533.689,2806314.631,9/23/2024,12:33:09,00:00.0,HA,230000111596,M3,<Null>,<Null>,<Null>
10,Point,9/23/2024 12:34:00 PM,9/23/2024,12:34:16,1266539.881,2806314.68,9/23/2024,12:33:23,00:00.0,HA,231000039738,M3,<Null>,<Null>,<Null>
11,Point,9/23/2024 12:34:00 PM,9/23/2024,12:34:20,1266539.881,2806314.68,9/23/2024,12:33:26,00:00.0,HA,230000111712,M3,<Null>,<Null>,<Null>
12,Point,9/23/2024 12:36:00 PM,9/23/2024,12:36:58,1266545.345,2806361.466,9/23/2024,12:36:04,00:00.0,HA,230000004000,M3,<Null>,<Null>,<Null>
13,Point,9/23/2024 12:45:00 PM,9/23/2024,12:45:27,1266587.964,2806361.799,9/23/2024,12:44:28,00:05.4,HA,230000004000,M3,<Null>,<Null>,<Null>
14,Point,9/23/2024 12:58:00 PM,9/23/2024,12:58:31,1266654.989,2806315.578,9/23/2024,12:57:37,00:00.0,HA,228000607532,M3,<Null>,<Null>,<Null>
15,Point,9/23/2024 01:00:00 PM,9/23/2024,13:00:31,1266545.709,2806314.725,9/23/2024,12:59:37,00:00.0,HA,231000039738,M3,<Null>,<Null>,<Null>
16,Point,9/23/2024 01:00:00 PM,9/23/2024,13:00:48,1266551.902,2806314.774,9/23/2024,12:59:54,00:00.0,HA,230000111683,M3,<Null>,<Null>,<Null>
17,Point,9/23/2024 01:01:00 PM,9/23/2024,13:01:23,1266570.115,2806314.916,9/23/2024,13:00:29,00:00.0,HA,230000111578,M3,<Null>,<Null>,<Null>
18,Point,9/23/2024 01:01:00 PM,9/23/2024,13:01:30,1266576.308,2806314.964,9/23/2024,13:00:36,00:00.0,HA,228000607513,M3,<Null>,<Null>,<Null>
19,Point,9/23/2024 01:01:00 PM,9/23/2024,13:01:33,1266582.136,2806315.009,9/23/2024,13:00:39,00:00.5,HA,230000111578,M3,<Null>,<Null>,<Null>
20,Point,9/23/2024 01:01:00 PM,9/23/2024,13:01:47,1266588.328,2806315.058,9/23/2024,13:00:53,00:00.0,HA,230000111717,M3,<Null>,<Null>,<Null>
21,Point,9/23/2024 01:01:00 PM,9/23/2024,13:01:54,1266594.521,2806315.106,9/23/2024,13:00:58,00:02.4,HA,230000111717,M3,<Null>,<Null>,<Null>
22,Point,9/23/2024 01:02:00 PM,9/23/2024,13:02:01,1266600.349,2806315.151,9/23/2024,13:01:07,00:00.0,HA,230000111562,M3,<Null>,<Null>,<Null>
23,Point,9/23/2024 01:02:00 PM,9/23/2024,13:02:18,1266612.734,2806315.248,9/23/2024,13:01:24,00:00.0,HA,230000111746,M3,<Null>,<Null>,<Null>
24,Point,9/23/2024 01:02:00 PM,9/23/2024,13:02:26,1266612.734,2806315.248,9/23/2024,13:01:33,00:00.0,HA,230000111725,M3,<Null>,<Null>,<Null>
25,Point,9/23/2024 01:02:00 PM,9/23/2024,13:02:53,1266649.161,2806315.532,9/23/2024,13:02:00,00:00.0,HA,228000607532,M3,<Null>,<Null>,<Null>
26,Point,9/23/2024 01:04:00 PM,9/23/2024,13:04:07,1266618.563,2806315.294,9/23/2024,13:03:13,00:00.0,HA,230000111746,M3,<Null>,<Null>,<Null>
27,Point,9/23/2024 01:04:00 PM,9/23/2024,13:04:29,1266594.521,2806315.106,9/23/2024,13:03:35,00:00.0,HA,230000111717,M3,<Null>,<Null>,<Null>
28,Point,9/23/2024 01:04:00 PM,9/23/2024,13:04:41,1266588.328,2806315.058,9/23/2024,13:03:48,00:00.0,HA,228000607513,M3,<Null>,<Null>,<Null>
29,Point,9/23/2024 01:04:00 PM,9/23/2024,13:04:47,1266582.136,2806315.009,9/23/2024,13:03:53,00:00.4,HA,230000111578,M3,<Null>,<Null>,<Null>
30,Point,9/23/2024 01:04:00 PM,9/23/2024,13:04:53,1266570.115,2806314.916,9/23/2024,13:04:00,00:00.0,HA,230000111708,M3,<Null>,<Null>,<Null>
31,Point,9/23/2024 01:05:00 PM,9/23/2024,13:05:04,1266558.094,2806314.822,9/23/2024,13:04:11,00:00.0,HA,230000111683,M3,<Null>,<Null>,<Null>
32,Point,9/23/2024 01:07:00 PM,9/23/2024,13:07:24,1266625.12,2806268.601,9/23/2024,13:06:30,00:00.0,HA,230000111668,M3,<Null>,<Null>,<Null>
33,Point,9/23/2024 01:08:00 PM,9/23/2024,13:08:26,1266655.354,2806268.837,9/23/2024,13:07:32,00:00.0,HA,230000111735,M3,<Null>,<Null>,<Null>
34,Point,9/23/2024 01:08:00 PM,9/23/2024,13:08:28,1266655.354,2806268.837,9/23/2024,13:07:34,00:00.5,HA,230000111540,M3,<Null>,<Null>,<Null>
35,Point,9/23/2024 01:09:00 PM,9/23/2024,13:09:28,1266576.308,2806314.964,9/23/2024,13:08:35,00:00.0,HA,228000607513,M3,<Null>,<Null>,<Null>
36,Point,9/23/2024 01:09:00 PM,9/23/2024,13:09:41,1266563.923,2806314.867,9/23/2024,13:08:47,00:00.0,HA,230000111708,M3,<Null>,<Null>,<Null>
37,Point,9/23/2024 01:10:00 PM,9/23/2024,13:10:04,1266539.881,2806314.68,9/23/2024,13:09:10,00:00.0,HA,230000228791,M3,<Null>,<Null>,<Null>
38,Point,9/23/2024 01:10:00 PM,9/23/2024,13:10:54,1266576.308,2806314.964,9/23/2024,13:10:00,00:00.0,HA,226001370256,M3,<Null>,<Null>,<Null>
39,Point,9/23/2024 01:11:00 PM,9/23/2024,13:11:01,1266582.501,2806268.268,9/23/2024,13:10:07,00:00.0,HA,230000111575,M3,<Null>,<Null>,<Null>
40,Point,9/23/2024 01:11:00 PM,9/23/2024,13:11:11,1266594.886,2806268.365,9/23/2024,13:10:17,00:00.0,HA,230000111733,M3,<Null>,<Null>,<Null>
41,Point,9/23/2024 01:11:00 PM,9/23/2024,13:11:34,1266618.927,2806268.553,9/23/2024,13:10:40,00:00.0,HA,230000111668,M3,<Null>,<Null>,<Null>
42,Point,9/23/2024 01:12:00 PM,9/23/2024,13:12:03,1266649.525,2806268.792,9/23/2024,13:11:09,00:00.0,HA,230000111735,M3,<Null>,<Null>,<Null>
43,Point,9/23/2024 01:12:00 PM,9/23/2024,13:12:06,1266655.354,2806268.837,9/23/2024,13:11:11,00:01.4,HA,230000111735,M3,<Null>,<Null>,<Null>
44,Point,9/23/2024 01:12:00 PM,9/23/2024,13:12:16,1266655.354,2806268.837,9/23/2024,13:11:22,00:00.0,HA,230000111540,M3,<Null>,<Null>,<Null>
45,Point,9/23/2024 01:12:00 PM,9/23/2024,13:12:39,1266649.525,2806268.792,9/23/2024,13:11:45,00:00.0,HA,228000607534,M3,<Null>,<Null>,<Null>
46,Point,9/23/2024 01:12:00 PM,9/23/2024,13:12:41,1266643.333,2806268.743,9/23/2024,13:11:47,00:00.3,HA,230000111545,M3,<Null>,<Null>,<Null>
47,Point,9/23/2024 01:12:00 PM,9/23/2024,13:12:53,1266625.12,2806268.601,9/23/2024,13:11:59,00:00.0,HA,228000607509,M3,<Null>,<Null>,<Null>
48,Point,9/23/2024 01:13:00 PM,9/23/2024,13:13:15,1266588.693,2806268.317,9/23/2024,13:12:21,00:00.0,HA,230000111575,M3,<Null>,<Null>,<Null>
49,Point,9/23/2024 01:13:00 PM,9/23/2024,13:13:52,1266539.881,2806314.68,9/23/2024,13:12:58,00:00.0,HA,230000111596,M3,<Null>,<Null>,<Null>
50,Point,9/23/2024 01:14:00 PM,9/23/2024,13:14:44,1266533.689,2806314.631,9/23/2024,13:13:50,00:00.0,HA,230000111581,M3,<Null>,<Null>,<Null>
51,Point,9/23/2024 01:14:00 PM,9/23/2024,13:14:49,1266545.709,2806314.725,9/23/2024,13:13:55,00:00.0,HA,230000111734,M3,<Null>,<Null>,<Null>
52,Point,9/23/2024 01:15:00 PM,9/23/2024,13:15:19,1266582.501,2806268.268,9/23/2024,13:14:25,00:00.0,HA,230000111575,M3,<Null>,<Null>,<Null>
53,Point,9/23/2024 01:15:00 PM,9/23/2024,13:15:53,1266606.906,2806268.459,9/23/2024,13:14:59,00:00.0,HA,230000111614,M3,<Null>,<Null>,<Null>
54,Point,9/23/2024 01:16:00 PM,9/23/2024,13:16:33,1266625.12,2806268.601,9/23/2024,13:15:39,00:00.0,HA,228000607541,M3,<Null>,<Null>,<Null>
55,Point,9/23/2024 01:16:00 PM,9/23/2024,13:16:47,1266643.333,2806268.743,9/23/2024,13:15:53,00:00.0,HA,228000607577,M3,<Null>,<Null>,<Null>
56,Point,9/23/2024 01:16:00 PM,9/23/2024,13:16:51,1266643.333,2806268.743,9/23/2024,13:15:57,00:00.0,HA,226001370244,M3,<Null>,<Null>,<Null>
57,Point,9/23/2024 01:16:00 PM,9/23/2024,13:16:53,1266649.525,2806268.792,9/23/2024,13:15:59,00:00.0,HA,228000607517,M3,<Null>,<Null>,<Null>
58,Point,9/23/2024 01:17:00 PM,9/23/2024,13:17:43,1266643.333,2806268.743,9/23/2024,13:16:49,00:00.0,HA,228000607541,M3,<Null>,<Null>,<Null>
59,Point,9/23/2024 01:17:00 PM,9/23/2024,13:17:54,1266625.12,2806268.601,9/23/2024,13:17:00,00:00.0,HA,228000607509,M3,<Null>,<Null>,<Null>
60,Point,9/23/2024 01:17:00 PM,9/23/2024,13:17:57,1266618.927,2806268.553,9/23/2024,13:17:03,00:00.0,HA,230000111614,M3,<Null>,<Null>,<Null>
61,Point,9/23/2024 01:18:00 PM,9/23/2024,13:18:05,1266606.906,2806268.459,9/23/2024,13:17:11,00:00.0,HA,230000111644,M3,<Null>,<Null>,<Null>
62,Point,9/23/2024 01:18:00 PM,9/23/2024,13:18:09,1266594.886,2806268.365,9/23/2024,13:17:15,00:00.0,HA,228000607507,M3,<Null>,<Null>,<Null>
63,Point,9/23/2024 01:18:00 PM,9/23/2024,13:18:15,1266588.693,2806268.317,9/23/2024,13:17:21,00:00.0,HA,230000111555,M3,<Null>,<Null>,<Null>
64,Point,9/23/2024 01:18:00 PM,9/23/2024,13:18:31,1266558.459,2806268.081,9/23/2024,13:17:37,00:00.0,HA,231000039781,M3,<Null>,<Null>,<Null>
65,Point,9/23/2024 01:18:00 PM,9/23/2024,13:18:37,1266558.459,2806268.081,9/23/2024,13:17:43,00:00.0,HA,230000111592,M3,50742,50742,1
66,Point,9/23/2024 01:18:00 PM,9/23/2024,13:18:45,1266546.074,2806267.984,9/23/2024,13:17:51,00:00.0,HA,230000111686,M3,<Null>,<Null>,<Null>
67,Point,9/23/2024 01:20:00 PM,9/23/2024,13:20:11,1266558.459,2806268.081,9/23/2024,13:19:17,00:00.0,HA,230000111695,M3,<Null>,<Null>,<Null>
68,Point,9/23/2024 01:20:00 PM,9/23/2024,13:20:51,1266606.906,2806268.459,9/23/2024,13:19:57,00:00.0,HA,230000111700,M3,<Null>,<Null>,<Null>
69,Point,9/23/2024 01:21:00 PM,9/23/2024,13:21:55,1266625.12,2806268.601,9/23/2024,13:21:01,00:00.0,HA,228000607546,M3,<Null>,<Null>,<Null>
70,Point,9/23/2024 01:22:00 PM,9/23/2024,13:22:00,1266625.12,2806268.601,9/23/2024,13:21:05,00:00.3,HA,230000111700,M3,<Null>,<Null>,<Null>
71,Point,9/23/2024 01:22:00 PM,9/23/2024,13:22:32,1266570.48,2806268.175,9/23/2024,13:21:38,00:00.0,HA,230000111695,M3,<Null>,<Null>,<Null>
72,Point,9/23/2024 01:24:00 PM,9/23/2024,13:24:56,1266606.906,2806268.459,9/23/2024,13:24:02,00:00.0,HA,228000607552,M3,<Null>,<Null>,<Null>
73,Point,9/23/2024 01:24:00 PM,9/23/2024,13:24:59,1266613.099,2806268.507,9/23/2024,13:24:05,00:00.3,HA,228000607571,M3,<Null>,<Null>,<Null>
74,Point,9/23/2024 01:25:00 PM,9/23/2024,13:25:00,1266613.099,2806268.507,9/23/2024,13:24:06,00:00.2,HA,228000607552,M3,<Null>,<Null>,<Null>
75,Point,9/23/2024 01:28:00 PM,9/23/2024,13:28:27,1266558.822,2806221.62,9/23/2024,13:27:33,00:00.0,HA,230000298013,M3,<Null>,<Null>,<Null>
76,Point,9/23/2024 01:28:00 PM,9/23/2024,13:28:51,1266582.863,2806221.807,9/23/2024,13:27:56,00:00.0,HA,230000111643,M3,<Null>,<Null>,<Null>
77,Point,9/23/2024 01:29:00 PM,9/23/2024,13:29:06,1266595.248,2806221.904,9/23/2024,13:28:12,00:00.0,HA,230000111534,M3,<Null>,<Null>,<Null>
78,Point,9/23/2024 01:29:00 PM,9/23/2024,13:29:17,1266601.077,2806221.95,9/23/2024,13:28:23,00:00.0,HA,228000607565,M3,<Null>,<Null>,<Null>
79,Point,9/23/2024 01:29:00 PM,9/23/2024,13:29:27,1266613.462,2806222.046,9/23/2024,13:28:33,00:00.0,HA,230000111541,M3,<Null>,<Null>,<Null>
80,Point,9/23/2024 01:29:00 PM,9/23/2024,13:29:31,1266619.29,2806222.092,9/23/2024,13:28:36,00:00.3,HA,230000111523,M3,<Null>,<Null>,<Null>
81,Point,9/23/2024 01:31:00 PM,9/23/2024,13:31:09,1266619.29,2806222.092,9/23/2024,13:30:14,00:00.0,HA,230000111541,M3,<Null>,<Null>,<Null>
82,Point,9/23/2024 01:31:00 PM,9/23/2024,13:31:43,1266589.056,2806221.856,9/23/2024,13:30:49,00:00.0,HA,228000607505,M3,<Null>,<Null>,<Null>
83,Point,9/23/2024 01:31:00 PM,9/23/2024,13:31:57,1266577.035,2806221.762,9/23/2024,13:31:03,00:00.0,HA,230000298013,M3,<Null>,<Null>,<Null>
84,Point,9/23/2024 01:32:00 PM,9/23/2024,13:32:17,1266546.437,2806221.523,9/23/2024,13:31:23,00:00.0,HA,230000111560,M3,<Null>,<Null>,<Null>
85,Point,9/23/2024 01:33:00 PM,9/23/2024,13:33:06,1266540.609,2806221.477,9/23/2024,13:32:12,00:00.0,HA,228000607516,M3,<Null>,<Null>,<Null>
86,Point,9/23/2024 01:33:00 PM,9/23/2024,13:33:16,1266540.609,2806221.477,9/23/2024,13:32:22,00:00.0,HA,230000111728,M3,<Null>,<Null>,<Null>
87,Point,9/23/2024 01:33:00 PM,9/23/2024,13:33:23,1266552.629,2806221.571,9/23/2024,13:32:29,00:00.0,HA,230000298011,M3,<Null>,<Null>,<Null>
88,Point,9/23/2024 01:33:00 PM,9/23/2024,13:33:35,1266570.842,2806221.713,9/23/2024,13:32:41,00:00.0,HA,230000111510,M3,<Null>,<Null>,<Null>
89,Point,9/23/2024 01:33:00 PM,9/23/2024,13:33:52,1266589.056,2806221.856,9/23/2024,13:32:58,00:00.0,HA,230000111548,M3,<Null>,<Null>,<Null>
90,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:17,1266601.077,2806221.95,9/23/2024,13:33:23,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
91,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:20,1266601.077,2806221.95,9/23/2024,13:33:25,00:00.2,HA,226001370277,M3,50735,50735,1
92,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:20,1266601.077,2806221.95,9/23/2024,13:33:26,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
93,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:22,1266607.269,2806221.998,9/23/2024,13:33:28,00:00.0,HA,230000111507,M3,<Null>,<Null>,<Null>
94,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:25,1266607.269,2806221.998,9/23/2024,13:33:30,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
95,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:25,1266607.269,2806221.998,9/23/2024,13:33:30,00:01.7,HA,230000111507,M3,<Null>,<Null>,<Null>
96,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:35,1266607.269,2806221.998,9/23/2024,13:33:41,00:00.1,HA,230000111716,M3,<Null>,<Null>,<Null>
97,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:36,1266607.269,2806221.998,9/23/2024,13:33:42,00:00.0,HA,230000111507,M3,<Null>,<Null>,<Null>
98,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:46,1266607.269,2806221.998,9/23/2024,13:33:52,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
99,Point,9/23/2024 01:34:00 PM,9/23/2024,13:34:51,1266607.269,2806221.998,9/23/2024,13:33:57,00:00.4,HA,230000111507,M3,<Null>,<Null>,<Null>
100,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:06,1266607.269,2806221.998,9/23/2024,13:34:12,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
101,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:11,1266607.269,2806221.998,9/23/2024,13:34:17,00:00.0,HA,230000111507,M3,<Null>,<Null>,<Null>
102,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:12,1266607.269,2806221.998,9/23/2024,13:34:18,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
103,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:12,1266607.269,2806221.998,9/23/2024,13:34:17,00:00.8,HA,230000111507,M3,<Null>,<Null>,<Null>
104,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:13,1266607.269,2806221.998,9/23/2024,13:34:18,00:00.0,HA,230000111716,M3,<Null>,<Null>,<Null>
105,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:13,1266607.269,2806221.998,9/23/2024,13:34:18,00:01.1,HA,230000111507,M3,<Null>,<Null>,<Null>
106,Point,9/23/2024 01:35:00 PM,9/23/2024,13:35:39,1266625.482,2806222.14,9/23/2024,13:34:45,00:00.0,HA,230000111567,M3,<Null>,<Null>,<Null>
107,Point,9/23/2024 01:36:00 PM,9/23/2024,13:36:11,1266625.482,2806222.14,9/23/2024,13:35:17,00:00.0,HA,230000111684,M3,<Null>,<Null>,<Null>
108,Point,9/23/2024 01:36:00 PM,9/23/2024,13:36:26,1266601.077,2806221.95,9/23/2024,13:35:32,00:00.0,HA,230000111570,M3,<Null>,<Null>,<Null>
109,Point,9/23/2024 01:36:00 PM,9/23/2024,13:36:41,1266577.035,2806221.762,9/23/2024,13:35:47,00:00.0,HA,230000111624,M3,<Null>,<Null>,<Null>
110,Point,9/23/2024 01:36:00 PM,9/23/2024,13:36:48,1266570.842,2806221.713,9/23/2024,13:35:54,00:00.0,HA,230000111510,M3,<Null>,<Null>,<Null>
111,Point,9/23/2024 01:37:00 PM,9/23/2024,13:37:02,1266558.822,2806221.62,9/23/2024,13:36:08,00:00.0,HA,230000298011,M3,<Null>,<Null>,<Null>
112,Point,9/23/2024 01:38:00 PM,9/23/2024,13:38:21,1266534.416,2806221.429,9/23/2024,13:37:27,00:00.0,HA,231000039765,M3,<Null>,<Null>,<Null>
113,Point,9/23/2024 01:38:00 PM,9/23/2024,13:38:24,1266540.609,2806221.477,9/23/2024,13:37:30,00:00.0,HA,228000607537,M3,<Null>,<Null>,<Null>
114,Point,9/23/2024 01:38:00 PM,9/23/2024,13:38:38,1266564.65,2806221.665,9/23/2024,13:37:43,00:00.0,HA,228000607524,M3,<Null>,<Null>,<Null>
115,Point,9/23/2024 01:38:00 PM,9/23/2024,13:38:48,1266582.863,2806221.807,9/23/2024,13:37:54,00:00.0,HA,230000111698,M3,<Null>,<Null>,<Null>
116,Point,9/23/2024 01:39:00 PM,9/23/2024,13:39:00,1266595.613,2806175.163,9/23/2024,13:38:05,00:00.0,HA,231000039758,M3,50732,50732,1
117,Point,9/23/2024 01:39:00 PM,9/23/2024,13:39:02,1266601.442,2806175.209,9/23/2024,13:38:08,00:00.3,HA,230000111631,M3,<Null>,<Null>,<Null>
118,Point,9/23/2024 01:40:00 PM,9/23/2024,13:40:53,1266589.421,2806175.115,9/23/2024,13:39:59,00:00.0,HA,230000111677,M3,50789,50789,1
119,Point,9/23/2024 01:41:00 PM,9/23/2024,13:41:20,1266540.609,2806221.477,9/23/2024,13:40:26,00:00.0,HA,231000039765,M3,<Null>,<Null>,<Null>
120,Point,9/23/2024 01:44:00 PM,9/23/2024,13:44:36,1266589.421,2806175.115,9/23/2024,13:43:42,00:00.0,HA,228000607520,M3,<Null>,<Null>,<Null>
121,Point,9/23/2024 01:47:00 PM,9/23/2024,13:47:00,1266614.192,2806128.565,9/23/2024,13:46:06,00:00.0,HA,230000111648,M3,<Null>,<Null>,<Null>
122,Point,9/23/2024 01:47:00 PM,9/23/2024,13:47:50,1266565.015,2806174.924,9/23/2024,13:46:56,00:00.0,HA,228000607535,M3,<Null>,<Null>,<Null>
123,Point,9/23/2024 01:49:00 PM,9/23/2024,13:49:32,1266607.999,2806128.516,9/23/2024,13:48:38,00:00.0,HA,230000111648,M3,<Null>,<Null>,<Null>
124,Point,9/23/2024 01:50:00 PM,9/23/2024,13:50:11,1266601.807,2806128.468,9/23/2024,13:49:17,00:00.0,HA,228000607549,M3,<Null>,<Null>,<Null>
125,Point,9/23/2024 01:50:00 PM,9/23/2024,13:50:38,1266547.167,2806128.041,9/23/2024,13:49:44,00:00.0,HA,228000607573,M3,<Null>,<Null>,<Null>
126,Point,9/23/2024 01:53:00 PM,9/23/2024,13:53:49,1266528.954,2806127.899,9/23/2024,13:52:55,00:00.0,HA,231000039733,M3,<Null>,<Null>,<Null>
127,Point,9/23/2024 01:54:00 PM,9/23/2024,13:54:21,1266590.149,2806081.913,9/23/2024,13:53:26,00:00.0,HA,226001370243,M3,<Null>,<Null>,<Null>
128,Point,9/23/2024 01:57:00 PM,9/23/2024,13:57:28,1266553.722,2806081.628,9/23/2024,13:56:34,00:00.0,HA,228000607533,M3,50786,50786,1
129,Point,9/23/2024 02:01:00 PM,9/23/2024,14:01:13,1266608.728,2806035.314,9/23/2024,14:00:19,00:00.0,HA,230000111527,M3,<Null>,<Null>,<Null>
130,Point,9/23/2024 02:01:00 PM,9/23/2024,14:01:45,1266535.874,2806034.745,9/23/2024,14:00:50,00:00.0,HA,231000039714,M3,<Null>,<Null>,<Null>
131,Point,9/23/2024 02:06:00 PM,9/23/2024,14:06:00,1266524.219,2805987.91,9/23/2024,14:05:06,00:00.0,HA,231000039720,M3,<Null>,<Null>,<Null>
132,Point,9/23/2024 02:22:00 PM,9/23/2024,14:22:55,1266506.369,2805941.306,9/23/2024,14:22:00,00:00.0,HA,230000228791,M3,<Null>,<Null>,<Null>
133,Point,9/23/2024 04:13:00 PM,9/23/2024,16:13:19,1266503.463,2805521.428,9/23/2024,16:12:24,00:00.0,HA,226001370376,M3,<Null>,<Null>,<Null>
134,Point,9/23/2024 04:18:00 PM,9/23/2024,16:18:17,1266467.036,2805521.142,9/23/2024,16:17:22,00:00.0,HA,230000228791,M3,<Null>,<Null>,<Null>
135,Point,9/23/2024 04:22:00 PM,9/23/2024,16:22:23,1266522.042,2805474.829,9/23/2024,16:21:28,00:00.0,HA,231000039711,M3,<Null>,<Null>,<Null>
136,Point,9/23/2024 05:05:00 PM,9/23/2024,17:05:16,1266669.212,2805289.288,9/23/2024,17:04:21,00:00.0,HA,230000228791,M3,<Null>,<Null>,<Null>
137,Point,9/23/2024 01:06:00 PM,9/23/2024,13:06:06,1266687.425,2805289.431,9/23/2024,13:05:11,00:00.0,HA,230000087408,M4,<Null>,<Null>,<Null>
138,Point,9/23/2024 01:09:00 PM,9/23/2024,13:09:57,1266687.425,2805289.431,9/23/2024,13:09:03,00:00.0,HA,226001581072,M4,<Null>,<Null>,<Null>
139,Point,9/23/2024 01:10:00 PM,9/23/2024,13:10:15,1266687.425,2805289.431,9/23/2024,13:09:20,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
140,Point,9/23/2024 01:11:00 PM,9/23/2024,13:11:25,1266687.425,2805289.431,9/23/2024,13:10:29,00:00.0,HA,226001581072,M4,<Null>,<Null>,<Null>
141,Point,9/23/2024 01:11:00 PM,9/23/2024,13:11:27,1266687.425,2805289.431,9/23/2024,13:10:31,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
142,Point,9/23/2024 02:17:00 PM,9/23/2024,14:17:26,1266594.197,2804775.637,9/23/2024,14:16:29,00:00.0,HA,209000133134,M4,<Null>,<Null>,<Null>
143,Point,9/23/2024 02:20:00 PM,9/23/2024,14:20:06,1266624.795,2804775.878,9/23/2024,14:19:09,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
