Point,E,N,Elevation,Code,SurveyID,Date,Period,TagID,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,Field_Movement,Hiding,Embedded,Buried,DetectionType,Notes
51120,2802547.07,1266082.3,7446.29,PITRCK,Deploy 2024_10,10/16/2024,After,230000111597,3,Riffle 3,32,130,76,70,90,1058,Cobble,SC1,NA,NA,NA,NA,Trimble,
51121,2802543.97,1266088.32,7445.63,PITRCK,Deploy 2024_10,10/16/2024,After,230000111706,3,Riffle 3,32,120,105,62,128,1063,Cobble,SC2,NA,NA,NA,NA,Trimble,
51122,2802541.04,1266093.87,7445.41,PITRCK,Deploy 2024_10,10/16/2024,After,226001370265,3,Riffle 3,12,21,18,11,16,4.056,Gravel,MG2,NA,NA,NA,NA,Trimble,
51123,2802537.3,1266099.68,7445.6,PITRCK,Deploy 2024_10,10/16/2024,After,230000111627,3,Riffle 3,32,151,80,39,90,787,Cobble,SC1,NA,NA,NA,NA,Trimble,
51124,2802532.21,1266105.19,7446.1,PITRCK,Deploy 2024_10,10/16/2024,After,209000133133,3,Riffle 3,23,88,51,35,64,230.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51125,2802529.82,1266109.55,7446.15,PITRCK,Deploy 2024_10,10/16/2024,After,209000133122,3,Riffle 3,23,90,52,44,64,332.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51126,2802526.38,1266114.19,7446.46,PITRCK,Deploy 2024_10,10/16/2024,After,226001370252,3,Riffle 3,12,25,18,10,16,4.005,Gravel,MG2,NA,NA,NA,NA,Trimble,
51127,2802523.32,1266118.47,7447.47,PITRCK,Deploy 2024_10,10/16/2024,After,230000111674,3,Riffle 3,32,297,226,193,256,27800,Cobble,LC2,NA,NA,NA,NA,Trimble,
51128,2802520.37,1266121.99,7446.79,PITRCK,Deploy 2024_10,10/16/2024,After,231000039796,3,Riffle 3,14,52,35,16,32,58,Gravel,CG2,NA,NA,NA,NA,Trimble,
51129,2802517.46,1266126.11,7447.49,PITRCK,Deploy 2024_10,10/16/2024,After,209000133154,3,Riffle 3,23,86,55,34,64,294.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51130,2802502.66,1266113.85,7447.41,PITRCK,Deploy 2024_10,10/16/2024,After,231000039708,3,Riffle 3,14,45,32,25,32,60.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
51131,2802505.71,1266109.34,7446.93,PITRCK,Deploy 2024_10,10/16/2024,After,230000111514,3,Riffle 3,32,107,96,62,90,894,Cobble,SC1,NA,NA,NA,NA,Trimble,
51132,2802509.74,1266103.83,7446.98,PITRCK,Deploy 2024_10,10/16/2024,After,230000111612,3,Riffle 3,32,135,99,82,128,1821,Cobble,SC2,NA,NA,NA,NA,Trimble,
51133,2802514.36,1266098.69,7446.54,PITRCK,Deploy 2024_10,10/16/2024,After,230000111661,3,Riffle 3,32,141,67,45,90,711,Cobble,SC1,NA,NA,NA,NA,Trimble,
51134,2802517.78,1266094.32,7446.1,PITRCK,Deploy 2024_10,10/16/2024,After,226001370260,3,Riffle 3,12,30,26,12,32,33.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
51135,2802520.74,1266090.62,7445.98,PITRCK,Deploy 2024_10,10/16/2024,After,230000111649,3,Riffle 3,32,150,87,55,90,1202,Cobble,SC1,NA,NA,NA,NA,Trimble,
51136,2802524.03,1266086.73,7445.76,PITRCK,Deploy 2024_10,10/16/2024,After,230000111538,3,Riffle 3,32,186,126,93,128,2956,Cobble,SC2,NA,NA,NA,NA,Trimble,
51137,2802526.75,1266083.26,7446.19,PITRCK,Deploy 2024_10,10/16/2024,After,230000111640,3,Riffle 3,32,336,221,183,256,18800,Cobble,LC2,NA,NA,NA,NA,Trimble,
51138,2802530.65,1266079.6,7445.76,PITRCK,Deploy 2024_10,10/16/2024,After,230000111601,3,Riffle 3,32,129,115,45,128,1232,Cobble,SC2,NA,NA,NA,NA,Trimble,
51139,2802533.7,1266075.12,7445.53,PITRCK,Deploy 2024_10,10/16/2024,After,230000111663,3,Riffle 3,32,96,77,43,90,526,Cobble,SC1,NA,NA,NA,NA,Trimble,
51140,2802537.32,1266070.6,7445.88,PITRCK,Deploy 2024_10,10/16/2024,After,209000133145,3,Riffle 3,23,84,71,35,64,359,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51141,2802541.73,1266062.93,7446.2,PITRCK,Deploy 2024_10,10/16/2024,After,226001370370,3,Riffle 3,12,25,17,13,16,9.352,Gravel,MG2,NA,NA,NA,NA,Trimble,
51142,2802547.05,1266051.76,7446.75,PITRCK,Deploy 2024_10,10/16/2024,After,209000133202,3,Riffle 3,23,70,55,44,64,225,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51143,2802550.52,1266044.35,7447.04,PITRCK,Deploy 2024_10,10/16/2024,After,230000111512,3,Riffle 3,32,135,102,78,128,1872,Cobble,SC2,NA,NA,NA,NA,Trimble,
51144,2802533.91,1266031.05,7446.63,PITRCK,Deploy 2024_10,10/16/2024,After,231000039743,3,Riffle 3,14,54,35,18,32,51.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
51145,2802528.64,1266039.52,7446.43,PITRCK,Deploy 2024_10,10/16/2024,After,209000133166,3,Riffle 3,23,51,44,24,45,70.5,Gravel,VCG1,NA,NA,NA,NA,Trimble,
51146,2802525.23,1266046.43,7446.7,PITRCK,Deploy 2024_10,10/16/2024,After,230000111500,3,Riffle 3,32,265,245,90,256,12100,Cobble,LC2,NA,NA,NA,NA,Trimble,
51147,2802522.24,1266052.19,7445.97,PITRCK,Deploy 2024_10,10/16/2024,After,231000039789,3,Riffle 3,14,60,31,24,32,57,Gravel,CG2,NA,NA,NA,NA,Trimble,
51148,2802518.59,1266057.89,7445.51,PITRCK,Deploy 2024_10,10/16/2024,After,230000111580,3,Riffle 3,32,115,103,61,90,1055,Cobble,SC1,NA,NA,NA,NA,Trimble,
51149,2802516.05,1266062.4,7445.42,PITRCK,Deploy 2024_10,10/16/2024,After,230000111702,3,Riffle 3,32,115,108,100,128,1144,Cobble,SC2,NA,NA,NA,NA,Trimble,
51150,2802513.43,1266066.03,7445.91,PITRCK,Deploy 2024_10,10/16/2024,After,230000298019,3,Riffle 3,32,299,252,120,256,14900,Cobble,LC2,NA,NA,NA,NA,Trimble,
51151,2802510.85,1266071.26,7445.57,PITRCK,Deploy 2024_10,10/16/2024,After,230000111524,3,Riffle 3,32,154,89,64,90,1292,Cobble,SC1,NA,NA,NA,NA,Trimble,
51152,2802508.92,1266076.08,7446.15,PITRCK,Deploy 2024_10,10/16/2024,After,230000111554,3,Riffle 3,32,375,265,193,>256,22700,Boulder,SB1,NA,NA,NA,NA,Trimble,
51153,2802504.76,1266081.12,7446.16,PITRCK,Deploy 2024_10,10/16/2024,After,228000607568,3,Riffle 3,23,91,69,40,64,384,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51154,2802501.71,1266085.66,7446.13,PITRCK,Deploy 2024_10,10/16/2024,After,209000133150,3,Riffle 3,23,65,36,24,45,94,Gravel,VCG1,NA,NA,NA,NA,Trimble,
51155,2802498.16,1266089.31,7446.94,PITRCK,Deploy 2024_10,10/16/2024,After,230000298009,3,Riffle 3,32,225,149,112,256,6900,Cobble,LC2,NA,NA,NA,NA,Trimble,
51156,2802495.01,1266093.32,7446.33,PITRCK,Deploy 2024_10,10/16/2024,After,226001370246,3,Riffle 3,12,21,17,11,16,5.37,Gravel,MG2,NA,NA,NA,NA,Trimble,
51157,2802492.85,1266096.22,7446.81,PITRCK,Deploy 2024_10,10/16/2024,After,230000111616,3,Riffle 3,32,153,135,74,128,2113,Cobble,SC2,NA,NA,NA,NA,Trimble,
51158,2802456.84,1266074.61,7446.79,PITRCK,Deploy 2024_10,10/16/2024,After,226001370229,3,Riffle 3,12,26,16,9,16,4.223,Gravel,MG2,NA,NA,NA,NA,Trimble,
51159,2802460.05,1266068.23,7446.54,PITRCK,Deploy 2024_10,10/16/2024,After,209000133186,3,Riffle 3,23,73,60,35,64,286,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51160,2802462.79,1266062.99,7446.09,PITRCK,Deploy 2024_10,10/16/2024,After,226001370270,3,Riffle 3,12,39,29,12,32,33,Gravel,CG2,NA,NA,NA,NA,Trimble,
51161,2802465.8,1266057.78,7446.17,PITRCK,Deploy 2024_10,10/16/2024,After,230000111565,3,Riffle 3,32,311,241,149,256,13100,Cobble,LC2,NA,NA,NA,NA,Trimble,
51162,2802469.11,1266053.54,7445.65,PITRCK,Deploy 2024_10,10/16/2024,After,230000111628,3,Riffle 3,32,180,98,45,90,1341,Cobble,SC1,NA,NA,NA,NA,Trimble,
51163,2802471.57,1266049.45,7445.25,PITRCK,Deploy 2024_10,10/16/2024,After,231000039793,3,Riffle 3,14,61,35,26,32,81.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
51164,2802474.2,1266046.43,7445.03,PITRCK,Deploy 2024_10,10/16/2024,After,230000111543,3,Riffle 3,32,109,88,33,90,649,Cobble,SC1,NA,NA,NA,NA,Trimble,
51165,2802477.04,1266042.4,7444.99,PITRCK,Deploy 2024_10,10/16/2024,After,226001370226,3,Riffle 3,12,41,22,14,32,31,Gravel,CG2,NA,NA,NA,NA,Trimble,
51166,2802480.58,1266038.33,7445.36,PITRCK,Deploy 2024_10,10/16/2024,After,230000298015,3,Riffle 3,32,178,165,46,256,57000,Cobble,LC2,NA,NA,NA,NA,Trimble,
51167,2802483.36,1266035.48,7444.99,PITRCK,Deploy 2024_10,10/16/2024,After,230000111626,3,Riffle 3,32,105,101,55,90,874,Cobble,SC1,NA,NA,NA,NA,Trimble,
51168,2802486.69,1266031.63,7445.03,PITRCK,Deploy 2024_10,10/16/2024,After,226001370300,3,Riffle 3,12,24,15,13,16,5.791,Gravel,MG2,NA,NA,NA,NA,Trimble,
51169,2802488.93,1266027.09,7445.67,PITRCK,Deploy 2024_10,10/16/2024,After,228000607575,3,Riffle 3,23,105,71,43,64,522,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51170,2802491.75,1266021.63,7445.95,PITRCK,Deploy 2024_10,10/16/2024,After,209000133170,3,Riffle 3,23,122,76,38,64,542.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51171,2802495.01,1266013.49,7446.29,PITRCK,Deploy 2024_10,10/16/2024,After,209000133193,3,Riffle 3,23,70,64,45,64,346.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51172,2802479.49,1266000.97,7446.25,PITRCK,Deploy 2024_10,10/16/2024,After,226001370268,3,Riffle 3,12,18,16,12,16,4.506,Gravel,MG2,NA,NA,NA,NA,Trimble,
51173,2802474.97,1266007.69,7445.83,PITRCK,Deploy 2024_10,10/16/2024,After,226001370248,3,Riffle 3,12,28,28,26,32,45,Gravel,CG2,NA,NA,NA,NA,Trimble,
51174,2802472.43,1266012.72,7445.58,PITRCK,Deploy 2024_10,10/16/2024,After,226001370282,3,Riffle 3,12,39,28,18,32,53,Gravel,CG2,NA,NA,NA,NA,Trimble,
51175,2802469.49,1266017.41,7445.04,PITRCK,Deploy 2024_10,10/16/2024,After,226001370283,3,Riffle 3,12,30,29,17,32,41.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
51176,2802466.7,1266021.11,7444.68,PITRCK,Deploy 2024_10,10/16/2024,After,209000133178,3,Riffle 3,23,76,60,33,64,245.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51177,2802464.87,1266025.94,7444.96,PITRCK,Deploy 2024_10,10/16/2024,After,230000111617,3,Riffle 3,32,327,250,89,256,9000,Cobble,LC2,NA,NA,NA,NA,Trimble,
51178,2802461.29,1266031.78,7444.69,PITRCK,Deploy 2024_10,10/16/2024,After,230000111659,3,Riffle 3,32,164,139,68,128,2411,Cobble,SC2,NA,NA,NA,NA,Trimble,
51179,2802458.43,1266036.93,7445.02,PITRCK,Deploy 2024_10,10/16/2024,After,226001370202,3,Riffle 3,12,20,16,15,16,5.569,Gravel,MG2,NA,NA,NA,NA,Trimble,
51180,2802455.23,1266041.49,7445.52,PITRCK,Deploy 2024_10,10/16/2024,After,230000111505,3,Riffle 3,32,117,77,71,90,941,Cobble,SC1,NA,NA,NA,NA,Trimble,
51181,2802452.21,1266045.9,7445.82,PITRCK,Deploy 2024_10,10/16/2024,After,226001370242,3,Riffle 3,12,24,21,12,16,4.828,Gravel,MG2,NA,NA,NA,NA,Trimble,
51182,2802449.67,1266049.95,7446.02,PITRCK,Deploy 2024_10,10/16/2024,After,230000111513,3,Riffle 3,32,148,93,75,90,1599,Cobble,SC1,NA,NA,NA,NA,Trimble,
51183,2802446.26,1266054.89,7446.1,PITRCK,Deploy 2024_10,10/16/2024,After,231000039794,3,Riffle 3,14,42,33,21,45,79.5,Gravel,VCG1,NA,NA,NA,NA,Trimble,
51184,2802443.81,1266059.09,7446.42,PITRCK,Deploy 2024_10,10/16/2024,After,230000111579,3,Riffle 3,32,121,89,53,90,906,Cobble,SC1,NA,NA,NA,NA,Trimble,
51185,2802441.31,1266063.49,7446.8,PITRCK,Deploy 2024_10,10/16/2024,After,230000111610,3,Riffle 3,32,130,85,56,90,936,Cobble,SC1,NA,NA,NA,NA,Trimble,
51186,2802421.3,1266053.35,7447.28,PITRCK,Deploy 2024_10,10/16/2024,After,230000111520,3,Riffle 3,32,134,95,42,90,1088,Cobble,SC1,NA,NA,NA,NA,Trimble,
51187,2802424.27,1266048.06,7446.44,PITRCK,Deploy 2024_10,10/16/2024,After,226001370220,3,Riffle 3,12,22,15,10,16,4.661,Gravel,MG2,NA,NA,NA,NA,Trimble,
51188,2802428.3,1266042.04,7446.21,PITRCK,Deploy 2024_10,10/16/2024,After,230000111533,3,Riffle 3,32,98,93,48,90,686,Cobble,SC1,NA,NA,NA,NA,Trimble,
51189,2802432.69,1266034,7445.82,PITRCK,Deploy 2024_10,10/16/2024,After,209000133177,3,Riffle 3,23,87,66,41,64,368,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51190,2802436.22,1266029.57,7445.6,PITRCK,Deploy 2024_10,10/16/2024,After,209000133492,3,Riffle 3,23,68,54,45,64,212,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51191,2802438.67,1266025.91,7445.18,PITRCK,Deploy 2024_10,10/16/2024,After,226001370217,3,Riffle 3,12,39,31,14,32,44.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
51192,2802440.37,1266021.26,7445.27,PITRCK,Deploy 2024_10,10/16/2024,After,230000111557,3,Riffle 3,32,330,277,129,>256,17300,Boulder,SB1,NA,NA,NA,NA,Trimble,
51193,2802443.45,1266017.23,7444.84,PITRCK,Deploy 2024_10,10/16/2024,After,209000133196,3,Riffle 3,23,76,62,40,64,296,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51194,2802446.51,1266012.96,7444.95,PITRCK,Deploy 2024_10,10/16/2024,After,230000111637,3,Riffle 3,32,168,104,67,128,1687,Cobble,SC2,NA,NA,NA,NA,Trimble,
51195,2802448.25,1266009.37,7445.18,PITRCK,Deploy 2024_10,10/16/2024,After,230000298010,3,Riffle 3,32,310,175,65,256,10400,Cobble,LC2,NA,NA,NA,NA,Trimble,
51196,2802450.63,1266005.96,7445.15,PITRCK,Deploy 2024_10,10/16/2024,After,230000111699,3,Riffle 3,32,185,124,79,128,3653,Cobble,SC2,NA,NA,NA,NA,Trimble,
51197,2802453.68,1266002.13,7445.1,PITRCK,Deploy 2024_10,10/16/2024,After,230000111561,3,Riffle 3,32,125,98,59,90,1054,Cobble,SC1,NA,NA,NA,NA,Trimble,
51198,2802456.95,1265996.36,7445.39,PITRCK,Deploy 2024_10,10/16/2024,After,226001370385,3,Riffle 3,12,22,17,13,16,6.371,Gravel,MG2,NA,NA,NA,NA,Trimble,
51199,2802460.42,1265991.57,7445.95,PITRCK,Deploy 2024_10,10/16/2024,After,209000133201,3,Riffle 3,23,94,65,45,64,461.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
51201,2804605.01,1266608.73,7455.53,PITRCK,Deploy 2024_10,10/16/2024,After,230000111519,2A,Riffle 2A,32,151,141,52,128,1937,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51202,2804605.83,1266603.03,7455.05,PITRCK,Deploy 2024_10,10/16/2024,After,230000111591,2A,Riffle 2A,32,150,122,61,128,1204,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51203,2804606.53,1266598.12,7454.82,PITRCK,Deploy 2024_10,10/16/2024,After,230000111585,2A,Riffle 2A,32,115,105,33,90,770,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51204,2804607,1266593.38,7454.68,PITRCK,Deploy 2024_10,10/16/2024,After,230000111537,2A,Riffle 2A,32,158,99,67,128,1856,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51205,2804607.44,1266588.69,7454.23,PITRCK,Deploy 2024_10,10/16/2024,After,231000039792,2A,Riffle 2A,14,42,29,23,32,40.5,Gravel,CG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51206,2804608.59,1266583.71,7454.68,PITRCK,Deploy 2024_10,10/16/2024,After,230000111573,2A,Riffle 2A,32,137,93,55,90,1165,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51207,2804609.27,1266578.32,7454.89,PITRCK,Deploy 2024_10,10/16/2024,After,230000111697,2A,Riffle 2A,32,115,89,65,128,985,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51208,2804610.97,1266572.44,7455.05,PITRCK,Deploy 2024_10,10/16/2024,After,230000111670,2A,Riffle 2A,32,95,80,51,90,627,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51209,2804610.81,1266567.43,7455.35,PITRCK,Deploy 2024_10,10/16/2024,After,230000111652,2A,Riffle 2A,32,120,78,71,90,861,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51210,2804611.68,1266560.83,7455.72,PITRCK,Deploy 2024_10,10/16/2024,After,230000111742,2A,Riffle 2A,32,111,72,46,90,646,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51211,2804592.02,1266552.7,7455.23,PITRCK,Deploy 2024_10,10/16/2024,After,226001370241,2A,Riffle 2A,12,22,16,12,16,5.082,Gravel,MG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51212,2804590.66,1266559.43,7455.46,PITRCK,Deploy 2024_10,10/16/2024,After,230000111731,2A,Riffle 2A,32,145,98,56,128,1335,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51213,2804589.56,1266565.29,7455.33,PITRCK,Deploy 2024_10,10/16/2024,After,209000132772,2A,Riffle 2A,23,186,132,87,128,3700,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. This point was added in from field sheet. 
51214,2804588.87,1266570.28,7454.83,PITRCK,Deploy 2024_10,10/16/2024,After,230000111713,2A,Riffle 2A,32,104,86,45,90,730,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51215,2804588.41,1266575.94,7454.76,PITRCK,Deploy 2024_10,10/16/2024,After,230000111747,2A,Riffle 2A,32,110,100,59,128,897,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51216,2804588.29,1266581.03,7454.74,PITRCK,Deploy 2024_10,10/16/2024,After,230000111589,2A,Riffle 2A,32,125,113,95,128,2284,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51217,2804587.69,1266586.21,7454.88,PITRCK,Deploy 2024_10,10/16/2024,After,230000111564,2A,Riffle 2A,32,109,85,42,90,747,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51218,2804587.16,1266591.63,7455.27,PITRCK,Deploy 2024_10,10/16/2024,After,209000132797,2A,Riffle 2A,23,411,280,220,>256,29700,Boulder,SB1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51219,2804587.07,1266596.91,7454.93,PITRCK,Deploy 2024_10,10/16/2024,After,209000133113,2A,Riffle 2A,23,100,59,51,90,629,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51220,2804586.23,1266602.87,7454.84,PITRCK,Deploy 2024_10,10/16/2024,After,230000111619,2A,Riffle 2A,32,95,64,54,90,460,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51221,2804585.21,1266607.64,7455.13,PITRCK,Deploy 2024_10,10/16/2024,After,228000607542,2A,Riffle 2A,23,119,64,45,64,469,Gravel,VCG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51222,2804566.06,1266609.7,7455.26,PITRCK,Deploy 2024_10,10/16/2024,After,230000111743,2A,Riffle 2A,32,119,97,74,90,1151,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51223,2804567.2,1266603.63,7454.81,PITRCK,Deploy 2024_10,10/16/2024,After,228000607574,2A,Riffle 2A,23,62,43,32,64,140,Gravel,VCG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51224,2804569.27,1266597.74,7454.75,PITRCK,Deploy 2024_10,10/16/2024,After,230000111620,2A,Riffle 2A,32,159,120,46,128,1290,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51225,2804570.42,1266592.45,7455.12,PITRCK,Deploy 2024_10,10/16/2024,After,230000111672,2A,Riffle 2A,32,102,80,55,90,831,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51226,2804571.51,1266587.85,7454.76,PITRCK,Deploy 2024_10,10/16/2024,After,230000111593,2A,Riffle 2A,32,165,66,54,90,1192,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51227,2804572.74,1266583.52,7454.72,PITRCK,Deploy 2024_10,10/16/2024,After,230000111625,2A,Riffle 2A,32,118,106,77,128,1218,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51228,2804574.05,1266577.68,7454.62,PITRCK,Deploy 2024_10,10/16/2024,After,228000607518,2A,Riffle 2A,23,86,66,38,64,NA,Gravel,VCG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51229,2804574.44,1266572.83,7454.58,PITRCK,Deploy 2024_10,10/16/2024,After,226001370201,2A,Riffle 2A,12,26,16,7,16,3.799,Gravel,MG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51230,2804575.89,1266567.82,7455.01,PITRCK,Deploy 2024_10,10/16/2024,After,230000111707,2A,Riffle 2A,32,151,98,58,90,1186,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51231,2804577.51,1266562.97,7455.01,PITRCK,Deploy 2024_10,10/16/2024,After,226001370208,2A,Riffle 2A,12,20,18,15,22.6,5.638,Gravel,CG1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51232,2804578.87,1266557.32,7455.22,PITRCK,Deploy 2024_10,10/16/2024,After,230000111546,2A,Riffle 2A,32,135,108,38,128,1187,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51233,2804579.92,1266552.35,7455.34,PITRCK,Deploy 2024_10,10/16/2024,After,230000111682,2A,Riffle 2A,32,110,97,52,90,812,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51234,2804547.94,1266546.07,7455.24,PITRCK,Deploy 2024_10,10/16/2024,After,230000111506,2A,Riffle 2A,32,110,108,41,128,941,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51235,2804546.55,1266552.04,7455.04,PITRCK,Deploy 2024_10,10/16/2024,After,230000111526,2A,Riffle 2A,32,119,101,43,90,1036,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51236,2804545.72,1266557.49,7454.55,PITRCK,Deploy 2024_10,10/16/2024,After,230000111739,2A,Riffle 2A,32,99,86,33,90,557,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51237,2804542.47,1266568.7,7454.34,PITRCK,Deploy 2024_10,10/16/2024,After,230000111501,2A,Riffle 2A,32,148,110,100,128,2344,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51238,2804542.71,1266573.2,7454.07,PITRCK,Deploy 2024_10,10/16/2024,After,230000111727,2A,Riffle 2A,32,165,125,60,128,2087,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51239,2804542.18,1266578.73,7454.16,PITRCK,Deploy 2024_10,10/16/2024,After,230000111636,2A,Riffle 2A,32,141,97,83,128,2024,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51240,2804541.24,1266583.89,7454.38,PITRCK,Deploy 2024_10,10/16/2024,After,230000111685,2A,Riffle 2A,32,110,96,55,90,873,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51241,2804539.62,1266589.24,7454.41,PITRCK,Deploy 2024_10,10/16/2024,After,230000111665,2A,Riffle 2A,32,83,68,48,90,400,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51242,2804538.46,1266595.04,7454.56,PITRCK,Deploy 2024_10,10/16/2024,After,230000111632,2A,Riffle 2A,32,124,96,53,90,802,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51243,2804536.68,1266599.78,7454.54,PITRCK,Deploy 2024_10,10/16/2024,After,230000111622,2A,Riffle 2A,32,122,66,42,90,555,Cobble,SC1,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51250,2804263.42,1266610.99,7454.84,PITRCK,Deploy 2024_10,10/16/2024,After,230000111598,2B,Riffle 2B,32,142,104,54,128,1046,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51251,2804262.02,1266605.15,7454.29,PITRCK,Deploy 2024_10,10/16/2024,After,230000111691,2B,Riffle 2B,32,145,105,63,128,1716,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51252,2804260.94,1266598.98,7453.21,PITRCK,Deploy 2024_10,10/16/2024,After,230000111724,2B,Riffle 2B,32,169,128,69,128,2436,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51253,2804259.69,1266591.89,7452.99,PITRCK,Deploy 2024_10,10/16/2024,After,230000111654,2B,Riffle 2B,32,114,105,95,128,1678,Cobble,SC2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
51254,2804257.7,1266586.9,7452.96,PITRCK,Deploy 2024_10,10/16/2024,After,228000607523,2B,Riffle 2B,23,112,60,45,64,579,Gravel,VCG2,NA,NA,NA,NA,Trimble,Field Sheet DeployID includes 2A/2B. 
