Point,E,N,Elevation,Code,SurveyID,Year,Period,TagID,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,B_Axis_ft,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class1,Size_Class2,Distance_ft,Distance_m,Field_Movement,Moved_1PD,Moved_12PD,Hiding,Embedded,Buried,Notes
405,2806334.77,1266585.19,7459.55,PITRCK,Relocate 2019,2019,Before,230000111736,1,Riffle 1,32,155,109,0.358,66,128,1789,Cobble,SC2,SC,0.05,0.016,0,0,0,0,0,0,
406,2806326.14,1266592.08,7459.28,PITRCK,Relocate 2019,2019,Before,230000111684,1,Riffle 1,32,198,117,0.384,64,128,2248,Cobble,SC2,SC,7.61,2.318,1,1,1,0,0,0,
407,2806332.62,1266599.27,7459.46,PITRCK,Relocate 2019,2019,Before,230000111541,1,Riffle 1,32,356,290,0.951,138,362,14100,Boulder,SB1,SB,0.20,0.061,0,0,0,0,0,0,
408,2806323.07,1266602.59,7459.24,PITRCK,Relocate 2019,2019,Before,228000607534,1,Riffle 1,23,70,63,0.207,55,64,654,Gravel,VCG2,VCG,10.43,3.179,1,1,1,0,0,0,
409,2806333.37,1266613.97,7459.08,PITRCK,Relocate 2019,2019,Before,228000607505,1,Riffle 1,23,94,61,0.200,41,64,336,Gravel,VCG2,VCG,0.24,0.073,0,1,0,0,0,0,
410,2806330.91,1266617.72,7459.01,PITRCK,Relocate 2019,2019,Before,230000111683,1,Riffle 1,32,132,90,0.295,80,128,1427,Cobble,SC2,SC,2.75,0.837,1,1,1,0,0,0,
411,2806334.26,1266624.38,7459.21,PITRCK,Relocate 2019,2019,Before,230000111737,1,Riffle 1,32,169,138,0.453,82,128,2929,Cobble,SC2,SC,0.36,0.109,0,0,0,0,0,0,
412,2806334.60,1266629.76,7458.81,PITRCK,Relocate 2019,2019,Before,230000111641,1,Riffle 1,32,124,104,0.341,56,90,1093,Cobble,SC1,SC,0.24,0.072,0,0,0,0,0,0,
413,2806333.71,1266635.53,7458.73,PITRCK,Relocate 2019,2019,Before,228000607513,1,Riffle 1,23,91,60,0.197,38,64,273,Gravel,VCG2,VCG,0.39,0.120,0,1,1,0,0,0,
414,2806334.37,1266640.69,7459.05,PITRCK,Relocate 2019,2019,Before,230000111644,1,Riffle 1,32,135,93,0.305,72,90,1442,Cobble,SC1,SC,0.98,0.297,0,1,1,0,0,0,
415,2806331.49,1266645.07,7458.87,PITRCK,Relocate 2019,2019,Before,230000111632,1,Riffle 1,32,124,96,0.315,53,90,802,Cobble,SC1,SC,4.02,1.227,1,1,1,0,0,0,
416,2806335.34,1266650.10,7459.05,PITRCK,Relocate 2019,2019,Before,230000111695,1,Riffle 1,32,120,97,0.318,77,90,1034,Cobble,SC1,SC,0.01,0.004,0,0,0,0,0,0,
417,2806335.17,1266655.88,7459.15,PITRCK,Relocate 2019,2019,Before,228000607532,1,Riffle 1,23,90,55,0.180,42,64,446,Gravel,VCG2,VCG,0.05,0.014,0,0,0,1,0,0,
418,2806334.56,1266661.12,7459.12,PITRCK,Relocate 2019,2019,Before,230000111631,1,Riffle 1,32,97,56,0.184,50,64,363,Gravel,VCG2,VCG,1.00,0.305,0,1,1,1,0,0,
419,2806335.46,1266668.51,7459.21,PITRCK,Relocate 2019,2019,Before,230000111689,1,Riffle 1,32,141,84,0.276,37,90,888,Cobble,SC1,SC,0.19,0.059,0,0,0,0,0,0,
420,2806318.25,1266549.79,7459.24,PITRCK,Relocate 2019,2019,Before,228000607533,1,Riffle 1,23,89,65,0.213,52,64,400,Gravel,VCG2,VCG,0.16,0.048,0,0,0,0,0,0,
421,2806317.57,1266555.68,7459.01,PITRCK,Relocate 2019,2019,Before,230000111712,1,Riffle 1,32,176,113,0.371,74,128,2062,Cobble,SC2,SC,0.13,0.041,0,0,0,0,0,0,
422,2806316.95,1266563.25,7458.96,PITRCK,Relocate 2019,2019,Before,230000111534,1,Riffle 1,32,157,135,0.443,130,180,3638,Cobble,LC1,LC,0.09,0.028,0,0,0,0,0,0,
423,2806316.31,1266570.37,7458.88,PITRCK,Relocate 2019,2019,Before,228000607520,1,Riffle 1,23,90,64,0.210,52,64,543,Gravel,VCG2,VCG,0.06,0.019,0,0,0,0,0,0,
424,2806315.95,1266574.93,7459.29,PITRCK,Relocate 2019,2019,Before,230000111598,1,Riffle 1,32,142,104,0.341,54,128,1046,Cobble,SC2,SC,0.12,0.037,0,0,0,0,0,0,
425,2806316.03,1266580.01,7459.39,PITRCK,Relocate 2019,2019,Before,230000111741,1,Riffle 1,32,148,100,0.328,84,128,1958,Cobble,SC2,SC,0.25,0.077,0,0,0,0,0,0,
426,2806313.38,1266585.83,7459.31,PITRCK,Relocate 2019,2019,Before,228000607546,1,Riffle 1,23,97,71,0.233,35,64,338,Gravel,VCG2,VCG,1.33,0.405,0,1,1,0,0,0,
427,2806314.10,1266591.66,7459.41,PITRCK,Relocate 2019,2019,Before,230000111523,1,Riffle 1,32,150,109,0.358,78,128,1992,Cobble,SC2,SC,0.09,0.027,0,0,0,0,0,0,
428,2806313.80,1266598.36,7459.16,PITRCK,Relocate 2019,2019,Before,230000111698,1,Riffle 1,32,89,82,0.269,70,90,771,Cobble,SC1,SC,0.15,0.044,0,0,0,0,0,0,
429,2806313.44,1266601.58,7459.17,PITRCK,Relocate 2019,2019,Before,230000111643,1,Riffle 1,32,184,125,0.410,58,128,2352,Cobble,SC2,SC,0.68,0.208,0,1,1,0,0,0,
430,2806313.39,1266606.97,7458.86,PITRCK,Relocate 2019,2019,Before,228000607537,1,Riffle 1,23,95,61,0.200,35,64,458,Gravel,VCG2,VCG,0.12,0.035,0,0,0,0,0,0,
431,2806311.56,1266612.24,7459.05,PITRCK,Relocate 2019,2019,Before,230000111734,1,Riffle 1,32,120,104,0.341,64,128,1233,Cobble,SC2,SC,1.53,0.467,1,1,1,0,0,0,
432,2806312.24,1266617.13,7458.92,PITRCK,Relocate 2019,2019,Before,230000111651,1,Riffle 1,32,117,111,0.364,49,90,767,Cobble,SC1,SC,0.18,0.055,0,0,0,0,0,0,
433,2806311.03,1266623.53,7459.22,PITRCK,Relocate 2019,2019,Before,230000111733,1,Riffle 1,32,303,265,0.869,148,362,15900,Boulder,SB1,SB,0.21,0.064,0,0,0,0,0,0,
434,2806310.04,1266629.30,7458.92,PITRCK,Relocate 2019,2019,Before,230000111679,1,Riffle 1,32,141,105,0.344,79,128,1381,Cobble,SC2,SC,0.37,0.113,0,1,1,0,0,0,
435,2806310.50,1266635.37,7458.82,PITRCK,Relocate 2019,2019,Before,230000111623,1,Riffle 1,32,136,109,0.358,36,90,858,Cobble,SC1,SC,0.43,0.132,0,1,1,0,0,0,
436,2806309.04,1266639.91,7458.93,PITRCK,Relocate 2019,2019,Before,230000111615,1,Riffle 1,32,134,115,0.377,42,128,986,Cobble,SC2,SC,0.10,0.031,0,0,0,0,0,0,
437,2806309.69,1266647.19,7458.85,PITRCK,Relocate 2019,2019,Before,230000111544,1,Riffle 1,32,86,73,0.240,51,90,518,Cobble,SC1,SC,0.22,0.067,0,0,0,0,0,0,
438,2806308.61,1266656.36,7459.18,PITRCK,Relocate 2019,2019,Before,230000111550,1,Riffle 1,32,107,91,0.299,42,90,571,Cobble,SC1,SC,0.07,0.022,0,0,0,0,0,0,
439,2806299.48,1266549.85,7459.03,PITRCK,Relocate 2019,2019,Before,228000607541,1,Riffle 1,23,91,64,0.210,40,64,398,Gravel,VCG2,VCG,0.11,0.034,0,0,0,1,0,0,
440,2806298.77,1266555.75,7458.55,PITRCK,Relocate 2019,2019,Before,230000111517,1,Riffle 1,32,142,136,0.446,46,128,1173,Cobble,SC2,SC,0.08,0.023,0,0,0,0,0,0,
441,2806292.57,1266557.98,7458.46,PITRCK,Relocate 2019,2019,Before,230000111708,1,Riffle 1,32,181,124,0.407,84,128,2277,Cobble,SC2,SC,6.47,1.972,1,1,1,0,0,0,
442,2806296.99,1266565.11,7458.70,PITRCK,Relocate 2019,2019,Before,228000607524,1,Riffle 1,23,86,68,0.223,54,64,562,Gravel,VCG2,VCG,0.10,0.030,0,0,0,0,0,0,
443,2806296.17,1266570.22,7458.91,PITRCK,Relocate 2019,2019,Before,230000111668,1,Riffle 1,32,177,112,0.367,67,128,1929,Cobble,SC2,SC,0.18,0.055,0,0,0,0,0,0,
444,2806295.01,1266576.26,7459.32,PITRCK,Relocate 2019,2019,Before,230000111510,1,Riffle 1,32,460,230,0.755,125,256,17100,Cobble,LC2,LC,0.55,0.169,0,0,0,0,0,0,
445,2806294.55,1266584.05,7459.10,PITRCK,Relocate 2019,2019,Before,228000607516,1,Riffle 1,23,81,63,0.207,55,64,514,Gravel,VCG2,VCG,0.20,0.062,0,0,0,0,0,0,
446,2806287.90,1266588.01,7458.89,PITRCK,Relocate 2019,2019,Before,230000111595,1,Riffle 1,32,158,98,0.322,49,90,939,Cobble,SC1,SC,6.88,2.097,1,1,1,0,0,0,
447,2806293.03,1266596.03,7458.96,PITRCK,Relocate 2019,2019,Before,230000111676,1,Riffle 1,32,145,84,0.276,71,90,1337,Cobble,SC1,SC,0.35,0.105,0,1,1,0,0,0,
448,2806292.48,1266601.58,7459.11,PITRCK,Relocate 2019,2019,Before,230000111735,1,Riffle 1,32,141,117,0.384,56,128,1706,Cobble,SC2,SC,0.04,0.013,0,0,0,0,0,0,
449,2806284.09,1266606.70,7458.83,PITRCK,Relocate 2019,2019,Before,230000111686,1,Riffle 1,32,110,78,0.256,34,90,601,Cobble,SC1,SC,7.45,2.272,1,1,1,0,0,0,
450,2806291.11,1266613.23,7458.76,PITRCK,Relocate 2019,2019,Before,228000607509,1,Riffle 1,23,106,64,0.210,36,64,440,Gravel,VCG2,VCG,0.24,0.073,0,1,0,0,0,0,
451,2806290.09,1266617.59,7458.77,PITRCK,Relocate 2019,2019,Before,230000111728,1,Riffle 1,32,165,123,0.404,75,180,2327,Cobble,LC1,LC,0.94,0.287,0,1,1,0,0,0,
452,2806289.95,1266624.25,7458.87,PITRCK,Relocate 2019,2019,Before,230000111594,1,Riffle 1,32,135,67,0.220,55,90,911,Cobble,SC1,SC,0.37,0.113,0,1,1,0,0,0,
453,2806290.82,1266630.38,7458.76,PITRCK,Relocate 2019,2019,Before,230000111566,1,Riffle 1,32,134,115,0.377,43,128,1003,Cobble,SC2,SC,0.12,0.037,0,0,0,0,0,0,
454,2806290.64,1266637.22,7458.92,PITRCK,Relocate 2019,2019,Before,230000111507,1,Riffle 1,32,331,236,0.774,143,256,11400,Cobble,LC2,LC,0.43,0.131,0,0,0,0,0,0,
455,2806288.44,1266642.51,7458.88,PITRCK,Relocate 2019,2019,Before,230000111717,1,Riffle 1,32,135,93,0.305,59,90,1398,Cobble,SC1,SC,1.85,0.565,1,1,1,0,0,0,
456,2806290.23,1266647.92,7458.94,PITRCK,Relocate 2019,2019,Before,230000111560,1,Riffle 1,32,91,75,0.246,50,64,337,Gravel,VCG2,VCG,0.22,0.066,0,0,0,0,0,0,
457,2806289.71,1266652.07,7459.06,PITRCK,Relocate 2019,2019,Before,230000111720,1,Riffle 1,32,119,100,0.328,43,90,741,Cobble,SC1,SC,0.19,0.056,0,0,0,0,0,0,
458,2806289.60,1266659.32,7459.10,PITRCK,Relocate 2019,2019,Before,230000111527,1,Riffle 1,32,139,76,0.249,75,90,1153,Cobble,SC1,SC,0.09,0.028,0,0,0,0,0,0,
459,2806308.63,1266664.78,7459.40,PITRCK,Relocate 2019,2019,Before,230000111575,1,Riffle 1,32,135,96,0.315,53,90,1034,Cobble,SC1,SC,0.08,0.026,0,0,0,0,0,0,
460,2806259.37,1266536.73,7458.79,PITRCK,Relocate 2019,2019,Before,228000607549,1,Riffle 1,23,72,50,0.164,38,64,185,Gravel,VCG2,VCG,0.18,0.056,0,1,0,0,0,0,
461,2806258.02,1266541.53,7458.62,PITRCK,Relocate 2019,2019,Before,230000111556,1,Riffle 1,32,116,113,0.371,59,128,1187,Cobble,SC2,SC,0.06,0.017,0,0,0,0,0,0,
462,2806257.79,1266547.56,7458.71,PITRCK,Relocate 2019,2019,Before,230000111570,1,Riffle 1,32,218,94,0.308,50,128,2142,Cobble,SC2,SC,0.21,0.065,0,0,0,0,0,0,
463,2806253.10,1266553.00,7458.30,PITRCK,Relocate 2019,2019,Before,228000607577,1,Riffle 1,23,94,66,0.217,23,64,361,Gravel,VCG2,VCG,3.56,1.084,0,1,1,0,0,0,
464,2806254.48,1266557.90,7458.46,PITRCK,Relocate 2019,2019,Before,230000111636,1,Riffle 1,32,141,97,0.318,83,128,2024,Cobble,SC2,SC,0.85,0.258,0,1,1,0,0,0,
465,2806254.16,1266563.07,7458.30,PITRCK,Relocate 2019,2019,Before,230000111716,1,Riffle 1,32,129,116,0.381,60,128,1338,Cobble,SC2,SC,0.36,0.110,0,0,0,0,0,0,
466,2806252.75,1266568.40,7458.39,PITRCK,Relocate 2019,2019,Before,230000111592,1,Riffle 1,32,213,113,0.371,49,128,2412,Cobble,SC2,SC,0.48,0.146,0,1,1,0,0,0,
467,2806247.70,1266573.45,7458.41,PITRCK,Relocate 2019,2019,Before,228000607565,1,Riffle 1,23,94,58,0.190,56,64,433,Gravel,VCG2,VCG,5.05,1.540,0,1,1,0,0,0,
468,2806251.53,1266580.03,7458.63,PITRCK,Relocate 2019,2019,Before,230000111551,1,Riffle 1,32,189,103,0.338,71,128,1963,Cobble,SC2,SC,0.07,0.022,0,0,0,0,0,0,
469,2806250.78,1266586.58,7458.47,PITRCK,Relocate 2019,2019,Before,230000111525,1,Riffle 1,32,104,86,0.282,46,90,837,Cobble,SC1,SC,0.36,0.109,0,1,1,0,0,0,
470,2806248.22,1266592.43,7458.82,PITRCK,Relocate 2019,2019,Before,230000111578,1,Riffle 1,32,374,275,0.902,144,362,19700,Boulder,SB1,SB,1.66,0.505,1,1,1,0,0,0,
471,2806240.44,1266597.04,7458.23,PITRCK,Relocate 2019,2019,Before,230000111555,1,Riffle 1,32,109,71,0.233,69,90,826,Cobble,SC1,SC,9.38,2.859,1,1,1,0,0,0,
472,2806248.34,1266603.90,7458.38,PITRCK,Relocate 2019,2019,Before,230000111746,1,Riffle 1,32,111,68,0.223,59,90,775,Cobble,SC1,SC,0.88,0.267,0,1,1,0,0,0,
473,2806247.96,1266607.03,7458.45,PITRCK,Relocate 2019,2019,Before,230000111707,1,Riffle 1,32,151,98,0.322,58,90,1186,Cobble,SC1,SC,0.76,0.231,0,1,1,0,0,0,
474,2806248.01,1266612.68,7458.46,PITRCK,Relocate 2019,2019,Before,230000111577,1,Riffle 1,32,102,78,0.256,45,90,546,Cobble,SC1,SC,0.11,0.033,0,0,0,0,0,0,
475,2806245.51,1266617.83,7458.50,PITRCK,Relocate 2019,2019,Before,230000111607,1,Riffle 1,32,113,100,0.328,63,90,1093,Cobble,SC1,SC,2.77,0.844,1,1,1,0,0,0,
476,2806248.19,1266623.24,7458.30,PITRCK,Relocate 2019,2019,Before,230000111567,1,Riffle 1,32,128,104,0.341,33,90,645,Cobble,SC1,SC,0.40,0.121,0,1,1,0,0,0,
477,2806247.88,1266629.00,7457.76,PITRCK,Relocate 2019,2019,Before,228000607560,1,Riffle 1,23,82,64,0.210,37,64,407,Gravel,VCG2,VCG,0.21,0.064,0,0,0,1,0,0,
478,2806246.63,1266634.17,7457.86,PITRCK,Relocate 2019,2019,Before,230000111648,1,Riffle 1,32,101,88,0.289,34,90,508,Cobble,SC1,SC,0.71,0.218,0,1,1,0,0,0,
479,2806245.68,1266641.93,7458.96,PITRCK,Relocate 2019,2019,Before,228000607517,1,Riffle 1,23,68,56,0.184,43,64,241,Gravel,VCG2,VCG,0.47,0.144,0,1,1,0,0,0,
480,2806238.49,1266531.62,7458.67,PITRCK,Relocate 2019,2019,Before,230000111581,1,Riffle 1,32,113,101,0.331,43,90,755,Cobble,SC1,SC,0.21,0.064,0,0,0,0,0,0,
481,2806237.14,1266539.65,7458.38,PITRCK,Relocate 2019,2019,Before,228000607507,1,Riffle 1,23,65,45,0.148,42,64,197,Gravel,VCG2,VCG,0.66,0.201,0,1,1,0,0,0,
482,2806236.67,1266544.89,7458.51,PITRCK,Relocate 2019,2019,Before,230000111693,1,Riffle 1,32,154,92,0.302,58,90,1342,Cobble,SC1,SC,0.02,0.006,0,0,0,0,0,0,
483,2806235.72,1266550.84,7458.37,PITRCK,Relocate 2019,2019,Before,230000111535,1,Riffle 1,32,168,101,0.331,97,128,1715,Cobble,SC2,SC,0.21,0.065,0,0,0,0,0,0,
484,2806234.21,1266554.66,7458.31,PITRCK,Relocate 2019,2019,Before,230000111562,1,Riffle 1,32,197,169,0.554,68,180,3575,Cobble,LC1,LC,0.96,0.292,0,1,1,0,0,0,
485,2806233.10,1266559.94,7458.13,PITRCK,Relocate 2019,2019,Before,228000607552,1,Riffle 1,23,75,64,0.210,54,64,543,Gravel,VCG2,VCG,1.58,0.482,0,1,1,0,0,0,
486,2806227.93,1266562.01,7458.18,PITRCK,Relocate 2019,2019,Before,230000111700,1,Riffle 1,32,131,82,0.269,56,90,709,Cobble,SC1,SC,6.68,2.035,1,1,1,0,0,0,
487,2806231.91,1266569.97,7458.30,PITRCK,Relocate 2019,2019,Before,230000111521,1,Riffle 1,32,203,83,0.272,83,90,2179,Cobble,SC1,SC,0.91,0.276,1,1,1,0,0,0,
488,2806220.67,1266572.81,7458.35,PITRCK,Relocate 2019,2019,Before,230000111516,1,Riffle 1,32,126,96,0.315,79,128,1425,Cobble,SC2,SC,11.25,3.429,1,1,1,0,0,0,
489,2806230.53,1266579.06,7458.10,PITRCK,Relocate 2019,2019,Before,228000607535,1,Riffle 1,23,74,54,0.177,36,64,254,Gravel,VCG2,VCG,0.72,0.221,0,1,1,0,0,0,
490,2806228.77,1266582.28,7458.21,PITRCK,Relocate 2019,2019,Before,230000111545,1,Riffle 1,32,121,71,0.233,58,90,829,Cobble,SC1,SC,2.23,0.680,1,1,1,0,0,0,
491,2806223.50,1266587.23,7457.99,PITRCK,Relocate 2019,2019,Before,230000111540,1,Riffle 1,32,119,82,0.269,59,90,734,Cobble,SC1,SC,6.57,2.004,1,1,1,0,0,0,
492,2806229.50,1266593.34,7458.13,PITRCK,Relocate 2019,2019,Before,230000111506,1,Riffle 1,32,110,108,0.354,41,128,941,Cobble,SC2,SC,0.52,0.159,0,1,1,0,0,0,
493,2806224.19,1266598.10,7458.08,PITRCK,Relocate 2019,2019,Before,230000111667,1,Riffle 1,32,153,114,0.374,52,128,1347,Cobble,SC2,SC,3.56,1.085,1,1,1,0,0,0,
494,2806226.28,1266606.42,7458.59,PITRCK,Relocate 2019,2019,Before,230000111614,1,Riffle 1,32,306,205,0.673,256,256,18900,Cobble,LC2,LC,0.32,0.097,0,0,0,0,0,0,
495,2806225.00,1266612.09,7458.15,PITRCK,Relocate 2019,2019,Before,230000111549,1,Riffle 1,32,82,76,0.249,75,90,643,Cobble,SC1,SC,0.13,0.039,0,0,0,0,0,0,
496,2806222.25,1266613.87,7457.97,PITRCK,Relocate 2019,2019,Before,230000111596,1,Riffle 1,32,86,73,0.240,64,90,548,Cobble,SC1,SC,3.25,0.990,1,1,1,0,0,0,
497,2806223.12,1266619.96,7458.12,PITRCK,Relocate 2019,2019,Before,230000111503,1,Riffle 1,32,156,92,0.302,43,90,895,Cobble,SC1,SC,0.21,0.063,0,0,0,0,0,0,
498,2806222.91,1266626.52,7458.38,PITRCK,Relocate 2019,2019,Before,230000111548,1,Riffle 1,32,90,76,0.249,52,90,530,Cobble,SC1,SC,0.08,0.024,0,0,0,0,0,0,
499,2806215.56,1266628.11,7458.45,PITRCK,Relocate 2019,2019,Before,228000607571,1,Riffle 1,23,127,71,0.233,31,64,415,Gravel,VCG2,VCG,7.52,2.291,1,1,1,0,0,0,
500,2804503.25,1266619.22,7453.89,PITRCK,Relocate 2019,2019,Before,230000111682,2,Riffle 2,32,110,97,0.318,52,90,812,Cobble,SC1,SC,0.20,0.062,0,0,0,0,0,0,
501,2804502.00,1266612.88,7453.58,PITRCK,Relocate 2019,2019,Before,228000607570,2,Riffle 2,23,75,63,0.207,48,64,338,Gravel,VCG2,VCG,0.27,0.082,0,1,0,0,0,0,
502,2804500.94,1266608.18,7453.67,PITRCK,Relocate 2019,2019,Before,230000111747,2,Riffle 2,32,110,100,0.328,59,128,897,Cobble,SC2,SC,0.14,0.043,0,0,0,0,0,0,
503,2804499.57,1266602.95,7453.56,PITRCK,Relocate 2019,2019,Before,230000111646,2,Riffle 2,32,93,77,0.253,55,90,508,Cobble,SC1,SC,0.31,0.093,0,1,1,0,0,0,
504,2804497.34,1266597.42,7453.74,PITRCK,Relocate 2019,2019,Before,230000111620,2,Riffle 2,32,159,120,0.394,46,128,1290,Cobble,SC2,SC,0.28,0.084,0,0,0,0,0,0,
505,2804486.93,1266594.31,7453.59,PITRCK,Relocate 2019,2019,Before,230000111681,2,Riffle 2,32,100,65,0.213,55,90,572,Cobble,SC1,SC,9.36,2.852,1,1,1,0,0,0,
506,2804492.88,1266589.69,7453.53,PITRCK,Relocate 2019,2019,Before,228000607576,2,Riffle 2,23,104,64,0.210,43,64,599,Gravel,VCG2,VCG,1.96,0.597,1,1,1,0,0,0,
507,2804492.87,1266584.93,7453.62,PITRCK,Relocate 2019,2019,Before,230000111601,2,Riffle 2,32,129,115,0.377,45,128,1232,Cobble,SC2,SC,1.03,0.313,1,1,1,0,0,0,
508,2804492.84,1266579.48,7453.39,PITRCK,Relocate 2019,2019,Before,230000111723,2,Riffle 2,32,146,89,0.292,36,90,807,Cobble,SC1,SC,0.46,0.141,0,1,1,0,0,0,
509,2804491.14,1266575.56,7453.38,PITRCK,Relocate 2019,2019,Before,230000111704,2,Riffle 2,32,95,73,0.240,41,64,416,Gravel,VCG2,VCG,0.13,0.041,0,0,0,1,0,0,
510,2804490.99,1266571.52,7453.83,PITRCK,Relocate 2019,2019,Before,230000111666,2,Riffle 2,32,321,290,0.951,200,362,18300,Boulder,SB1,SB,0.10,0.031,0,0,0,0,0,0,
511,2804488.46,1266566.62,7453.34,PITRCK,Relocate 2019,2019,Before,230000111657,2,Riffle 2,32,100,72,0.236,42,64,379,Gravel,VCG2,VCG,1.34,0.409,1,1,1,0,0,0,
512,2804488.43,1266563.67,7453.39,PITRCK,Relocate 2019,2019,Before,230000111547,2,Riffle 2,32,168,111,0.364,53,90,1488,Cobble,SC1,SC,0.28,0.086,0,0,0,0,0,0,
513,2804487.17,1266559.46,7453.01,PITRCK,Relocate 2019,2019,Before,230000111703,2,Riffle 2,32,114,85,0.279,37,90,604,Cobble,SC1,SC,0.44,0.134,0,1,1,0,0,0,
514,2804484.75,1266554.13,7453.08,PITRCK,Relocate 2019,2019,Before,230000111618,2,Riffle 2,32,115,108,0.354,78,128,1109,Cobble,SC2,SC,2.19,0.667,1,1,1,0,0,0,
515,2804485.46,1266550.21,7453.17,PITRCK,Relocate 2019,2019,Before,230000111654,2,Riffle 2,32,114,105,0.344,95,128,1678,Cobble,SC2,SC,0.69,0.210,1,1,1,0,0,0,
516,2804484.32,1266546.05,7453.02,PITRCK,Relocate 2019,2019,Before,230000111627,2,Riffle 2,32,151,80,0.262,39,90,787,Cobble,SC1,SC,0.59,0.180,0,1,1,0,0,0,
517,2804483.75,1266541.44,7453.53,PITRCK,Relocate 2019,2019,Before,230000111508,2,Riffle 2,32,256,214,0.702,190,256,16900,Cobble,LC2,LC,0.67,0.203,0,0,0,0,0,0,
518,2804483.47,1266538.13,7453.13,PITRCK,Relocate 2019,2019,Before,230000111583,2,Riffle 2,32,85,61,0.200,55,90,493,Cobble,SC1,SC,1.19,0.364,0,1,1,0,0,0,
519,2804481.79,1266533.96,7453.26,PITRCK,Relocate 2019,2019,Before,230000111619,2,Riffle 2,32,95,64,0.210,54,90,460,Cobble,SC1,SC,0.70,0.213,0,1,1,0,0,0,
520,2804480.97,1266529.26,7453.57,PITRCK,Relocate 2019,2019,Before,230000111672,2,Riffle 2,32,102,80,0.262,55,90,831,Cobble,SC1,SC,0.12,0.035,0,0,0,0,0,0,
521,2804479.35,1266525.25,7453.85,PITRCK,Relocate 2019,2019,Before,230000111673,2,Riffle 2,32,139,96,0.315,75,128,1437,Cobble,SC2,SC,0.03,0.009,0,0,0,0,0,0,
522,2804478.32,1266521.14,7453.89,PITRCK,Relocate 2019,2019,Before,230000111649,2,Riffle 2,32,150,87,0.285,55,90,1202,Cobble,SC1,SC,0.21,0.064,0,0,0,0,0,0,
523,2804478.05,1266516.74,7454.27,PITRCK,Relocate 2019,2019,Before,230000111713,2,Riffle 2,32,104,86,0.282,45,90,730,Cobble,SC1,SC,1.03,0.315,0,1,1,0,0,0,
524,2804475.67,1266509.90,7454.60,PITRCK,Relocate 2019,2019,Before,230000111685,2,Riffle 2,32,110,96,0.315,55,90,873,Cobble,SC1,SC,0.37,0.112,0,1,1,0,0,0,
525,2804521.96,1266623.45,7453.80,PITRCK,Relocate 2019,2019,Before,228000607572,2,Riffle 2,23,75,68,0.223,37,64,300,Gravel,VCG2,VCG,0.07,0.021,0,0,0,0,0,0,
526,2804521.76,1266619.42,7453.46,PITRCK,Relocate 2019,2019,Before,230000111599,2,Riffle 2,32,135,120,0.394,75,128,1877,Cobble,SC2,SC,0.86,0.261,0,1,1,0,0,0,
527,2804519.88,1266613.71,7453.38,PITRCK,Relocate 2019,2019,Before,230000111715,2,Riffle 2,32,168,117,0.384,70,128,2178,Cobble,SC2,SC,0.06,0.019,0,0,0,0,0,0,
528,2804518.84,1266608.37,7453.64,PITRCK,Relocate 2019,2019,Before,230000111732,2,Riffle 2,32,210,158,0.518,107,180,3929,Cobble,LC1,LC,0.10,0.031,0,0,0,0,0,0,
529,2804517.30,1266603.70,7453.83,PITRCK,Relocate 2019,2019,Before,230000111675,2,Riffle 2,32,98,89,0.292,68,90,939,Cobble,SC1,SC,0.41,0.123,0,1,1,0,0,0,
530,2804514.72,1266598.23,7453.82,PITRCK,Relocate 2019,2019,Before,228000607528,2,Riffle 2,23,84,69,0.226,41,64,409,Gravel,VCG2,VCG,0.96,0.292,0,1,1,0,0,0,
531,2804512.85,1266593.04,7454.00,PITRCK,Relocate 2019,2019,Before,230000111670,2,Riffle 2,32,95,80,0.262,51,90,627,Cobble,SC1,SC,1.40,0.428,0,1,1,0,0,0,
532,2804512.21,1266586.14,7453.82,PITRCK,Relocate 2019,2019,Before,230000111696,2,Riffle 2,32,103,89,0.292,59,90,759,Cobble,SC1,SC,0.23,0.071,0,0,0,0,0,0,
533,2804510.95,1266581.73,7453.93,PITRCK,Relocate 2019,2019,Before,230000111739,2,Riffle 2,32,99,86,0.282,33,90,557,Cobble,SC1,SC,0.72,0.219,1,1,1,0,0,0,
534,2804510.48,1266574.29,7453.75,PITRCK,Relocate 2019,2019,Before,228000607506,2,Riffle 2,23,87,72,0.236,35,64,423,Gravel,VCG2,VCG,0.12,0.037,0,0,0,0,0,0,
535,2804509.50,1266567.81,7453.62,PITRCK,Relocate 2019,2019,Before,230000111697,2,Riffle 2,32,115,89,0.292,65,128,985,Cobble,SC2,SC,0.42,0.128,0,1,1,0,0,0,
536,2804509.09,1266561.83,7453.56,PITRCK,Relocate 2019,2019,Before,230000111621,2,Riffle 2,32,118,79,0.259,65,90,1151,Cobble,SC1,SC,0.21,0.064,0,0,0,0,0,0,
537,2804507.57,1266555.65,7453.39,PITRCK,Relocate 2019,2019,Before,230000111730,2,Riffle 2,32,120,114,0.374,65,128,1278,Cobble,SC2,SC,1.31,0.401,0,1,1,0,0,0,
538,2804509.70,1266550.14,7453.78,PITRCK,Relocate 2019,2019,Before,230000111522,2,Riffle 2,32,295,250,0.820,174,256,16100,Cobble,LC2,LC,0.16,0.047,0,0,0,0,0,0,
