"Point","E","N","Elevation","Code","SurveyID","Date","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Field_Movement","Hiding","Embedded","Buried","DetectionType","allNotes"
51851,2808396.12,1266547.16,"7465.79","PITRCK","Relocate 2025","9/22/2025","After",230000111532,"0","Riffle 0",32,134,126,67,"128",1534,"Cobble","SC2",0,0,0,0,"Trimble",""
51852,2808395.42,1266542.82,"7465.8","PITRCK","Relocate 2025","9/22/2025","After",228000607566,"0","Riffle 0",23,79,41,35,"45",159,"Gravel","VCG1",1,1,0,0,"Trimble",""
51853,2808396.2,1266536.98,"7465.56","PITRCK","Relocate 2025","9/22/2025","After",226001370328,"0","Riffle 0",12,28,17,16,"22.6",10,"Gravel","CG1",0,0,0,1,"Trimble",""
51854,2808395.69,1266532.04,"7465.75","PITRCK","Relocate 2025","9/22/2025","After",226001370305,"0","Riffle 0",12,66,33,18,"32",55.5,"Gravel","CG2",0,1,0,0,"Trimble",""
51855,2808393.92,1266525.91,"7466.18","PITRCK","Relocate 2025","9/22/2025","After",230000111549,"0","Riffle 0",32,82,76,75,"90",643,"Cobble","SC1",1,1,0,0,"Trimble",""
51856,2808395.46,1266521.2,"7466.11","PITRCK","Relocate 2025","9/22/2025","After",226001370358,"0","Riffle 0",12,38,24,19,"32",29,"Gravel","CG2",1,1,0,0,"Trimble",""
51857,2808398.52,1266512.21,"7466.77","PITRCK","Relocate 2025","9/22/2025","After",230000111647,"0","Riffle 0",32,170,140,55,"128",2193,"Cobble","SC2",1,0,0,0,"Trimble","moved upstream, likely tampered with. "
51858,2808397.13,1266509.08,"7466.66","PITRCK","Relocate 2025","9/22/2025","After",231000039778,"0","Riffle 0",14,54,33,22,"45",61,"Gravel","VCG1",1,0,0,1,"Trimble",""
51859,2808394.18,1266505.81,"7466.75","PITRCK","Relocate 2025","9/22/2025","After",226001370274,"0","Riffle 0",12,39,29,19,"32",31,"Gravel","CG2",1,1,0,0,"Trimble",""
51860,2808344.56,1266596.14,"7466.8","PITRCK","Relocate 2025","9/22/2025","After",209000132746,"0","Riffle 0",23,226,175,143,">256",10700,"Boulder","SB1",1,1,0,0,"Trimble",""
51861,2808344.96,1266591.31,"7466.3","PITRCK","Relocate 2025","9/22/2025","After",226001370255,"0","Riffle 0",12,29,19,14,"16",8.435,"Gravel","MG2",0,0,0,1,"Trimble",""
51862,2808345.9,1266585.51,"7466.59","PITRCK","Relocate 2025","9/22/2025","After",230000111701,"0","Riffle 0",32,144,135,89,"128",2792,"Cobble","SC2",1,1,0,0,"Trimble",""
51863,2808347.39,1266580.07,"7465.72","PITRCK","Relocate 2025","9/22/2025","After",209000133124,"0","Riffle 0",23,61,53,25,"45",110.5,"Gravel","VCG1",0,0,0,1,"Trimble",""
51864,2808348.03,1266574.43,"7465.69","PITRCK","Relocate 2025","9/22/2025","After",230000111689,"0","Riffle 0",32,141,84,37,"90",888,"Cobble","SC1",0,1,0,0,"Trimble","used to be in riffle 1, now gravel aug"
51865,2808348.47,1266569.48,"7465.42","PITRCK","Relocate 2025","9/22/2025","After",230000111615,"0","Riffle 0",32,134,115,42,"128",986,"Cobble","SC2",0,1,0,0,"Trimble",""
51866,2808349.52,1266564.07,"7465.55","PITRCK","Relocate 2025","9/22/2025","After",230000111609,"0","Riffle 0",32,104,76,53,"90",580,"Cobble","SC1",0,1,0,0,"Trimble",""
51867,2808350.42,1266561.03,"7465.65","PITRCK","Relocate 2025","9/22/2025","After",230000111730,"0","Riffle 0",32,120,114,65,"128",1278,"Cobble","SC2",1,0,0,0,"Trimble",""
51868,2808350.86,1266556.32,"7465.42","PITRCK","Relocate 2025","9/22/2025","After",230000111577,"0","Riffle 0",32,102,78,45,"90",546,"Cobble","SC1",0,1,0,0,"Trimble",""
51869,2808351.04,1266551.28,"7465.69","PITRCK","Relocate 2025","9/22/2025","After",209000132718,"0","Riffle 0",23,210,149,100,"180",3500,"Cobble","LC1",1,0,0,0,"Trimble",""
51870,2808352.97,1266546.78,"7465.51","PITRCK","Relocate 2025","9/22/2025","After",228000607515,"0","Riffle 0",23,61,57,54,"64",362,"Gravel","VCG2",0,1,0,0,"Trimble",""
51871,2808353.59,1266543.3,"7465.74","PITRCK","Relocate 2025","9/22/2025","After",209000132788,"0","Riffle 0",23,212,185,97,"180",3800,"Cobble","LC1",0,1,0,0,"Trimble",""
51872,2808349.95,1266537.17,"7465.05","PITRCK","Relocate 2025","9/22/2025","After",226001370347,"0","Riffle 0",12,24,20,15,"22.6",9,"Gravel","CG1",1,0,0,1,"Trimble","Found rock, didn't read tag, may be damaged.  Approximate recap location."
51873,2808356.13,1266533.29,"7465.84","PITRCK","Relocate 2025","9/22/2025","After",230000111517,"0","Riffle 0",32,142,136,46,"128",1173,"Cobble","SC2",0,0,0,0,"Trimble",""
51874,2808353.22,1266529.51,"7465.71","PITRCK","Relocate 2025","9/22/2025","After",231000039772,"0","Riffle 0",14,42,34,21,"45",80.5,"Gravel","VCG1",0,0,0,1,"Trimble",""
51875,2808356.35,1266523.82,"7465.76","PITRCK","Relocate 2025","9/22/2025","After",226001370354,"0","Riffle 0",12,24,19,13,"16",5,"Gravel","MG2",0,0,0,1,"Trimble",""
51876,2808356.6,1266518.27,"7466.13","PITRCK","Relocate 2025","9/22/2025","After",230000111736,"0","Riffle 0",32,155,109,66,"128",1789,"Cobble","SC2",0,1,0,0,"Trimble",""
51877,2808356.75,1266512.17,"7466.21","PITRCK","Relocate 2025","9/22/2025","After",226001370279,"0","Riffle 0",12,60,38,19,"32",65.5,"Gravel","CG2",1,1,0,0,"Trimble",""
51878,2808356.64,1266505.53,"7466.12","PITRCK","Relocate 2025","9/22/2025","After",226001370323,"0","Riffle 0",12,31,19,13,"16",9,"Gravel","MG2",0,0,0,1,"Trimble",""
51879,2808356.85,1266499.95,"7466.63","PITRCK","Relocate 2025","9/22/2025","After",230000111618,"0","Riffle 0",32,115,108,78,"128",1109,"Cobble","SC2",0,1,0,0,"Trimble",""
51880,2808338.25,1266498.2,"7465.96","PITRCK","Relocate 2025","9/22/2025","After",209000133163,"0","Riffle 0",23,61,56,41,"64",218.5,"Gravel","VCG2",0,1,0,0,"Trimble",""
51881,2808337.46,1266504.38,"7465.88","PITRCK","Relocate 2025","9/22/2025","After",230000111556,"0","Riffle 0",32,116,113,59,"128",1187,"Cobble","SC2",0,0,0,0,"Trimble",""
51882,2808336.72,1266509.17,"7465.89","PITRCK","Relocate 2025","9/22/2025","After",226001370231,"0","Riffle 0",12,35,34,20,"32",32.5,"Gravel","CG2",0,1,0,0,"Trimble",""
51883,2808335.82,1266513.15,"7466.22","PITRCK","Relocate 2025","9/22/2025","After",230000111737,"0","Riffle 0",32,169,138,82,"128",2929,"Cobble","SC2",1,0,0,0,"Trimble","used to be in riffle 1, now gravel aug"
51884,2808334.32,1266520.03,"7465.78","PITRCK","Relocate 2025","9/22/2025","After",226001370209,"0","Riffle 0",12,52,34,27,"32",50.5,"Gravel","CG2",1,1,0,0,"Trimble",""
51885,2808334.89,1266526.33,"7465.71","PITRCK","Relocate 2025","9/22/2025","After",230000111642,"0","Riffle 0",32,190,98,44,"90",1225,"Cobble","SC1",1,0,0,0,"Trimble",""
51886,2808335.13,1266530.21,"7465.46","PITRCK","Relocate 2025","9/22/2025","After",226001370288,"0","Riffle 0",12,39,38,15,"32",31.5,"Gravel","CG2",0,0,0,1,"Trimble",""
51887,2808334.25,1266534.22,"7466.07","PITRCK","Relocate 2025","9/22/2025","After",209000132715,"0","Riffle 0",23,340,209,196,">256",27100,"Boulder","SB1",0,0,0,0,"Trimble",""
51888,2808334.32,1266539.12,"7465.43","PITRCK","Relocate 2025","9/22/2025","After",231000039721,"0","Riffle 0",14,44,35,18,"45",57.5,"Gravel","VCG1",0,1,0,0,"Trimble",""
51889,2808333.81,1266545.39,"7465.27","PITRCK","Relocate 2025","9/22/2025","After",230000111693,"0","Riffle 0",32,154,92,58,"90",1342,"Cobble","SC1",0,1,0,0,"Trimble",""
51890,2808333.08,1266550.56,"7465.7","PITRCK","Relocate 2025","9/22/2025","After",230000111552,"0","Riffle 0",32,120,126,78,"128",2224,"Cobble","SC2",1,0,0,0,"Trimble",""
51891,2808332.49,1266555.36,"7465.61","PITRCK","Relocate 2025","9/22/2025","After",230000111720,"0","Riffle 0",32,119,100,43,"90",741,"Cobble","SC1",0,0,0,0,"Trimble",""
51892,2808332.77,1266560.1,"7465.52","PITRCK","Relocate 2025","9/22/2025","After",230000111641,"0","Riffle 0",32,124,104,56,"90",1093,"Cobble","SC1",1,0,0,0,"Trimble",""
51893,2808331.56,1266565.39,"7465.08","PITRCK","Relocate 2025","9/22/2025","After",226001370369,"0","Riffle 0",12,26,19,15,"22.6",9,"Gravel","CG1",0,0,0,1,"Trimble",""
51894,2808332.26,1266569.77,"7465.75","PITRCK","Relocate 2025","9/22/2025","After",209000132755,"0","Riffle 0",23,214,173,90,"180",5000,"Cobble","LC1",1,1,0,0,"Trimble",""
51895,2808330.88,1266574.95,"7465.77","PITRCK","Relocate 2025","9/22/2025","After",226001370320,"0","Riffle 0",12,38,30,19,"32",31,"Gravel","CG2",0,0,0,1,"Trimble",""
51896,2808330.4,1266579.56,"7466.07","PITRCK","Relocate 2025","9/22/2025","After",230000111503,"0","Riffle 0",32,156,92,43,"90",895,"Cobble","SC1",0,1,0,0,"Trimble",""
51897,2808329.34,1266584.24,"7466.27","PITRCK","Relocate 2025","9/22/2025","After",228000607502,"0","Riffle 0",23,118,54,52,"64",615,"Gravel","VCG2",0,0,0,0,"Trimble",""
51898,2808328.4,1266589.15,"7466.23","PITRCK","Relocate 2025","9/22/2025","After",226001370227,"0","Riffle 0",12,50,27,21,"32",33,"Gravel","CG2",1,0,0,1,"Trimble",""
51899,2808326.09,1266594,"7466.92","PITRCK","Relocate 2025","9/22/2025","After",230000111535,"0","Riffle 0",32,168,101,97,"128",1715,"Cobble","SC2",0,0,0,0,"Trimble",""
