"Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
993,2802902.9,1266288.05,7447.89,"PITRCK","Relocate 2020",2020,"Before",230000111691,"3","Riffle 3",32,145,105,0.3444882,63,"128",1716,"Cobble","SC2","SC",0.38,0.115824,1,1,0,0,0,0,"moved ~0.4 ft"
994,2802904.64,1266282.21,7447.78,"PITRCK","Relocate 2020",2020,"Before",230000111613,"3","Riffle 3",32,136,112,0.36745408,43,"90",1002,"Cobble","SC1","SC",0.56,0.170688,1,1,0,0,0,0,"moved ~0.5 ft"
995,2802909.02,1266278.61,7447.69,"PITRCK","Relocate 2020",2020,"Before",230000111505,"3","Riffle 3",32,117,77,0.25262468,71,"90",941,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,0,0,NA
996,2802911.88,1266273.64,7447.89,"PITRCK","Relocate 2020",2020,"Before",230000111511,"3","Riffle 3",32,106,93,0.30511812,80,"90",1175,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,NA
997,2802913.7,1266269.9,7447.56,"PITRCK","Relocate 2020",2020,"Before",230000111610,"3","Riffle 3",32,130,85,0.2788714,56,"90",936,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,NA
998,2802917.08,1266262.56,7447.94,"PITRCK","Relocate 2020",2020,"Before",230000111569,"3","Riffle 3",32,94,71,0.23293964,67,"90",638,"Cobble","SC1","SC",0.2,0.06096,0,0,0,1,0,0,NA
999,2802920.66,1266257.78,7448.03,"PITRCK","Relocate 2020",2020,"Before",228000607518,"3","Riffle 3",23,86,66,0.21653544,38,"64",NA,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,1,1,"buried"
1000,2806338.12,1266549.34,7459.61,"PITRCK","Relocate 2022",2021,"Before",230000111558,"1","Riffle 1",32,145,118,0.38713912,52,"128",1424,"Cobble","SC2","SC",0.32,0.097536,0,0,0,1,0,0,NA
1001,2806337.91,1266558.13,7459,"PITRCK","Relocate 2022",2021,"Before",230000111677,"1","Riffle 1",32,90,78,0.25590552,69,"90",608,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,NA
1002,2806338.09,1266564.76,7458.97,"PITRCK","Relocate 2022",2021,"Before",230000111624,"1","Riffle 1",32,157,152,0.49868768,82,"180",2584,"Cobble","LC1","LC",0.11,0.033528,0,0,0,0,0,0,NA
1003,2806337.12,1266571.85,7459.1,"PITRCK","Relocate 2022",2021,"Before",228000607573,"1","Riffle 1",23,102,61,0.20013124,48,"64",550,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,0,0,0,NA
1004,2806336.33,1266579.13,7459.53,"PITRCK","Relocate 2022",2021,"Before",230000111731,"1","Riffle 1",32,145,98,0.32152232,56,"128",1335,"Cobble","SC2","SC",0.44,0.134112,1,1,0,0,0,0,NA
1005,2806334.25,1266584.91,7459.43,"PITRCK","Relocate 2022",2021,"Before",230000111736,"1","Riffle 1",32,155,109,0.35761156,66,"128",1789,"Cobble","SC2","SC",0.54,0.164592,1,1,0,0,0,0,NA
1006,2806326.03,1266592.2,7459.35,"PITRCK","Relocate 2022",2021,"Before",230000111684,"1","Riffle 1",32,198,117,0.38385828,64,"128",2248,"Cobble","SC2","SC",0.05,0.01524,0,0,0,0,0,0,NA
1007,2806332.66,1266599.21,7459.51,"PITRCK","Relocate 2022",2021,"Before",230000111541,"1","Riffle 1",32,356,290,0.9514436,138,">256",14100,"Boulder","SB1","SB",0.04,0.012192,0,0,0,0,0,0,NA
1008,2806323.06,1266602.59,7459.32,"PITRCK","Relocate 2022",2021,"Before",228000607534,"1","Riffle 1",23,70,63,0.20669292,55,"64",654,"Gravel","VCG2","VCG",0.01,0.003048,0,0,0,1,0,0,NA
1009,2806331.54,1266614.13,7459.11,"PITRCK","Relocate 2022",2021,"Before",228000607505,"1","Riffle 1",23,94,61,0.20013124,41,"64",336,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,1,0,0,NA
1010,2806329.82,1266618.05,7459.06,"PITRCK","Relocate 2022",2021,"Before",230000111683,"1","Riffle 1",32,132,90,0.2952756,80,"128",1427,"Cobble","SC2","SC",1.17,0.356616,0,1,1,0,0,0,NA
1011,2806333.89,1266624.34,7459.24,"PITRCK","Relocate 2022",2021,"Before",230000111737,"1","Riffle 1",32,169,138,0.45275592,82,"128",2929,"Cobble","SC2","SC",0.22,0.067056,0,0,0,0,0,0,NA
1012,2806334.25,1266629.63,7458.77,"PITRCK","Relocate 2022",2021,"Before",230000111641,"1","Riffle 1",32,124,104,0.34120736,56,"90",1093,"Cobble","SC1","SC",0.26,0.079248,0,0,0,0,0,0,NA
1013,2806333.66,1266635.52,7458.7,"PITRCK","Relocate 2022",2021,"Before",228000607513,"1","Riffle 1",23,91,60,0.1968504,38,"64",273,"Gravel","VCG2","VCG",0.02,0.006096,0,0,0,1,0,0,NA
1014,2806334.21,1266640.74,7458.93,"PITRCK","Relocate 2022",2021,"Before",230000111644,"1","Riffle 1",32,135,93,0.30511812,72,"90",1442,"Cobble","SC1","SC",0.21,0.064008,0,0,0,0,0,0,NA
1015,2806331.26,1266645.11,7458.9,"PITRCK","Relocate 2022",2021,"Before",230000111632,"1","Riffle 1",32,124,96,0.31496064,53,"90",802,"Cobble","SC1","SC",0.2,0.06096,0,0,0,0,0,0,NA
1016,2806335.35,1266650.16,7458.99,"PITRCK","Relocate 2022",2021,"Before",230000111695,"1","Riffle 1",32,120,97,0.31824148,77,"90",1034,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,NA
1017,2806335.15,1266656.04,7459.13,"PITRCK","Relocate 2022",2021,"Before",228000607532,"1","Riffle 1",23,90,55,0.1804462,42,"64",446,"Gravel","VCG2","VCG",0.18,0.054864,0,0,0,1,0,0,NA
1018,2806334.36,1266661.92,7459.09,"PITRCK","Relocate 2022",2021,"Before",230000111631,"1","Riffle 1",32,97,56,0.18372704,50,"64",363,"Gravel","VCG2","VCG",0.75,0.2286,1,1,1,0,0,0,NA
1019,2806334.38,1266668.29,7459.21,"PITRCK","Relocate 2022",2021,"Before",230000111689,"1","Riffle 1",32,141,84,0.27559056,37,"90",888,"Cobble","SC1","SC",0.72,0.219456,1,1,1,0,0,0,NA
1020,2806318.26,1266549.86,7459.19,"PITRCK","Relocate 2022",2021,"Before",228000607533,"1","Riffle 1",23,89,65,0.2132546,52,"64",400,"Gravel","VCG2","VCG",0.1,0.03048,0,0,0,1,0,0,NA
1021,2806317.51,1266555.89,7458.97,"PITRCK","Relocate 2022",2021,"Before",230000111712,"1","Riffle 1",32,176,113,0.37073492,74,"128",2062,"Cobble","SC2","SC",0.23,0.070104,0,0,0,0,0,0,NA
1022,2806317.01,1266563.33,7458.9,"PITRCK","Relocate 2022",2021,"Before",230000111534,"1","Riffle 1",32,157,135,0.4429134,130,"180",3638,"Cobble","LC1","LC",0.11,0.033528,0,0,0,0,0,0,NA
1023,2806316.39,1266570.38,7458.95,"PITRCK","Relocate 2022",2021,"Before",228000607520,"1","Riffle 1",23,90,64,0.20997376,52,"64",543,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,0,0,0,NA
1024,2806316.08,1266574.67,7459.23,"PITRCK","Relocate 2022",2021,"Before",230000111598,"1","Riffle 1",32,142,104,0.34120736,54,"128",1046,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,NA
1025,2806315.99,1266580.01,7459.37,"PITRCK","Relocate 2022",2021,"Before",230000111741,"1","Riffle 1",32,148,100,0.328084,84,"128",1958,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,NA
1026,2806312.51,1266584.18,7459.17,"PITRCK","Relocate 2022",2021,"Before",228000607546,"1","Riffle 1",23,97,71,0.23293964,35,"64",338,"Gravel","VCG2","VCG",0.1,0.03048,0,0,0,0,0,0,NA
1027,2806314.02,1266590.95,7459.26,"PITRCK","Relocate 2022",2021,"Before",230000111523,"1","Riffle 1",32,150,109,0.35761156,78,"128",1992,"Cobble","SC2","SC",0.06,0.018288,0,0,0,1,0,0,NA
1028,2806313.75,1266598.49,7459.23,"PITRCK","Relocate 2022",2021,"Before",230000111698,"1","Riffle 1",32,89,82,0.26902888,70,"90",771,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,0,0,NA
1029,2806312.37,1266601.7,7459.08,"PITRCK","Relocate 2022",2021,"Before",230000111643,"1","Riffle 1",32,184,125,0.410105,58,"128",2352,"Cobble","SC2","SC",0.95,0.28956,1,1,1,0,0,0,NA
1030,2806312.8,1266607,7459.03,"PITRCK","Relocate 2022",2021,"Before",228000607537,"1","Riffle 1",23,95,61,0.20013124,35,"64",458,"Gravel","VCG2","VCG",0.52,0.158496,0,1,1,0,0,0,NA
1031,2806311.62,1266612.21,7459.02,"PITRCK","Relocate 2022",2021,"Before",230000111734,"1","Riffle 1",32,120,104,0.34120736,64,"128",1233,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,NA
1032,2806311.42,1266616.22,7459.06,"PITRCK","Relocate 2022",2021,"Before",230000111651,"1","Riffle 1",32,117,111,0.36417324,49,"90",767,"Cobble","SC1","SC",0.8,0.24384,1,1,1,0,0,0,NA
1033,2806310.88,1266623.67,7459.28,"PITRCK","Relocate 2022",2021,"Before",230000111733,"1","Riffle 1",32,303,265,0.8694226,148,">256",15900,"Boulder","SB1","SB",0.25,0.0762,0,0,0,0,0,0,NA
1034,2806309.94,1266629.07,7458.99,"PITRCK","Relocate 2022",2021,"Before",230000111679,"1","Riffle 1",32,141,105,0.3444882,79,"128",1381,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,1,0,NA
1035,2806309.28,1266634.87,7458.72,"PITRCK","Relocate 2022",2021,"Before",230000111623,"1","Riffle 1",32,136,109,0.35761156,36,"90",858,"Cobble","SC1","SC",1.4,0.42672,1,1,1,0,0,0,NA
1036,2806308.84,1266639.99,7458.78,"PITRCK","Relocate 2022",2021,"Before",230000111615,"1","Riffle 1",32,134,115,0.3772966,42,"128",986,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,NA
1037,2806309.41,1266647,7458.84,"PITRCK","Relocate 2022",2021,"Before",230000111544,"1","Riffle 1",32,86,73,0.23950132,51,"90",518,"Cobble","SC1","SC",0.44,0.134112,1,1,0,0,0,0,NA
1038,2806308.64,1266656.49,7459.28,"PITRCK","Relocate 2022",2021,"Before",230000111550,"1","Riffle 1",32,107,91,0.29855644,42,"90",571,"Cobble","SC1","SC",0.15,0.04572,0,0,0,1,0,0,NA
1039,2806299.57,1266550,7459.01,"PITRCK","Relocate 2022",2021,"Before",228000607541,"1","Riffle 1",23,91,64,0.20997376,40,"64",398,"Gravel","VCG2","VCG",0.17,0.051816,0,0,0,0,0,0,NA
1040,2806298.53,1266555.82,7458.67,"PITRCK","Relocate 2022",2021,"Before",230000111517,"1","Riffle 1",32,142,136,0.44619424,46,"128",1173,"Cobble","SC2","SC",0.01,0.003048,0,0,0,0,0,0,NA
1041,2806292.42,1266557.89,7458.73,"PITRCK","Relocate 2022",2021,"Before",230000111708,"1","Riffle 1",32,181,124,0.40682416,84,"128",2277,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,NA
1042,2806296.89,1266565.18,7458.7,"PITRCK","Relocate 2022",2021,"Before",228000607524,"1","Riffle 1",23,86,68,0.22309712,54,"64",562,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,NA
1043,2806295.71,1266570.25,7458.85,"PITRCK","Relocate 2022",2021,"Before",230000111668,"1","Riffle 1",32,177,112,0.36745408,67,"128",1929,"Cobble","SC2","SC",0.25,0.0762,0,0,0,0,0,0,NA
1044,2806295.16,1266576.67,7459.19,"PITRCK","Relocate 2022",2021,"Before",230000111510,"1","Riffle 1",32,460,230,0.7545932,125,"256",17100,"Cobble","LC2","LC",0.13,0.039624,0,0,0,0,0,0,NA
1045,2806294.19,1266583.99,7458.93,"PITRCK","Relocate 2022",2021,"Before",228000607516,"1","Riffle 1",23,81,63,0.20669292,55,"64",514,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,1,0,0,NA
1046,2806287.86,1266588.03,7458.97,"PITRCK","Relocate 2022",2021,"Before",230000111595,"1","Riffle 1",32,158,98,0.32152232,49,"90",939,"Cobble","SC1","SC",0.15,0.04572,0,0,0,0,0,0,NA
1047,2806292.94,1266596.04,7458.95,"PITRCK","Relocate 2022",2021,"Before",230000111676,"1","Riffle 1",32,145,84,0.27559056,71,"90",1337,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,NA
1048,2806292.22,1266601.55,7459.01,"PITRCK","Relocate 2022",2021,"Before",230000111735,"1","Riffle 1",32,141,117,0.38385828,56,"128",1706,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,0,0,NA
1049,2806284.01,1266606.64,7458.88,"PITRCK","Relocate 2022",2021,"Before",230000111686,"1","Riffle 1",32,110,78,0.25590552,34,"90",601,"Cobble","SC1","SC",0.12,0.036576,0,0,0,1,0,0,NA
1050,2806290.46,1266612.95,7458.8,"PITRCK","Relocate 2022",2021,"Before",228000607509,"1","Riffle 1",23,106,64,0.20997376,36,"64",440,"Gravel","VCG2","VCG",0.71,0.216408,1,1,1,1,0,0,NA
1051,2806290.19,1266617.48,7458.9,"PITRCK","Relocate 2022",2021,"Before",230000111728,"1","Riffle 1",32,165,123,0.40354332,75,"180",2327,"Cobble","LC1","LC",0.24,0.073152,0,0,0,0,0,0,NA
1052,2806289.92,1266624.16,7458.9,"PITRCK","Relocate 2022",2021,"Before",230000111594,"1","Riffle 1",32,135,67,0.21981628,55,"90",911,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,NA
1053,2806290.33,1266630.82,7458.72,"PITRCK","Relocate 2022",2021,"Before",230000111566,"1","Riffle 1",32,134,115,0.3772966,43,"128",1003,"Cobble","SC2","SC",0.05,0.01524,0,0,0,0,0,0,NA
1054,2806289.94,1266636.55,7458.94,"PITRCK","Relocate 2022",2021,"Before",230000111507,"1","Riffle 1",32,331,236,0.77427824,143,"256",11400,"Cobble","LC2","LC",0.15,0.04572,0,0,0,0,0,0,NA
1055,2806288.47,1266642.48,7458.93,"PITRCK","Relocate 2022",2021,"Before",230000111717,"1","Riffle 1",32,135,93,0.30511812,59,"90",1398,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,0,NA
1056,2806289.56,1266648.25,7458.82,"PITRCK","Relocate 2022",2021,"Before",230000111560,"1","Riffle 1",32,91,75,0.246063,50,"64",337,"Gravel","VCG2","VCG",0.18,0.054864,0,0,0,1,0,0,NA
1057,2806288.95,1266651.72,7459.04,"PITRCK","Relocate 2022",2021,"Before",230000111720,"1","Riffle 1",32,119,100,0.328084,43,"90",741,"Cobble","SC1","SC",0.17,0.051816,0,0,0,1,0,0,NA
1058,2806289.41,1266659.27,7459.15,"PITRCK","Relocate 2022",2021,"Before",230000111527,"1","Riffle 1",32,139,76,0.24934384,75,"90",1153,"Cobble","SC1","SC",0.18,0.054864,0,0,0,1,0,0,NA
1059,2806308.4,1266664.31,7459.36,"PITRCK","Relocate 2022",2021,"Before",230000111575,"1","Riffle 1",32,135,96,0.31496064,53,"90",1034,"Cobble","SC1","SC",0.33,0.100584,1,1,0,0,0,0,NA
1060,2806258.89,1266536.81,7459.02,"PITRCK","Relocate 2022",2021,"Before",228000607549,"1","Riffle 1",23,72,50,0.164042,38,"64",185,"Gravel","VCG2","VCG",0.23,0.070104,0,1,0,0,0,0,NA
1061,2806257.82,1266541.48,7458.58,"PITRCK","Relocate 2022",2021,"Before",230000111556,"1","Riffle 1",32,116,113,0.37073492,59,"128",1187,"Cobble","SC2","SC",0.14,0.042672,0,0,0,0,0,0,NA
1062,2806257.65,1266547.3,7458.63,"PITRCK","Relocate 2022",2021,"Before",230000111570,"1","Riffle 1",32,218,94,0.30839896,50,"128",2142,"Cobble","SC2","SC",0.38,0.115824,0,1,0,0,0,0,NA
1063,2806253.09,1266553.02,7458.27,"PITRCK","Relocate 2022",2021,"Before",228000607577,"1","Riffle 1",23,94,66,0.21653544,23,"64",361,"Gravel","VCG2","VCG",0.17,0.051816,0,0,0,0,0,0,NA
1064,2806254.39,1266558.06,7458.41,"PITRCK","Relocate 2022",2021,"Before",230000111636,"1","Riffle 1",32,141,97,0.31824148,83,"128",2024,"Cobble","SC2","SC",0.05,0.01524,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1065,2806254.02,1266563.38,7458.3,"PITRCK","Relocate 2022",2021,"Before",230000111716,"1","Riffle 1",32,129,116,0.38057744,60,"128",1338,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1066,2806251.37,1266568.13,7458.34,"PITRCK","Relocate 2022",2021,"Before",230000111592,"1","Riffle 1",32,213,113,0.37073492,49,"128",2412,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1067,2806247.63,1266573.67,7458.38,"PITRCK","Relocate 2022",2021,"Before",228000607565,"1","Riffle 1",23,94,58,0.19028872,56,"64",433,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1068,2806250.91,1266579.54,7458.64,"PITRCK","Relocate 2022",2021,"Before",230000111551,"1","Riffle 1",32,189,103,0.33792652,71,"128",1963,"Cobble","SC2","SC",0.24,0.073152,1,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1069,2806248.65,1266585.98,7458.43,"PITRCK","Relocate 2022",2021,"Before",230000111525,"1","Riffle 1",32,104,86,0.28215224,46,"90",837,"Cobble","SC1","SC",2.05,0.62484,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
1070,2806248.14,1266592.44,7458.8,"PITRCK","Relocate 2022",2021,"Before",230000111578,"1","Riffle 1",32,374,275,0.902231,144,">256",19700,"Boulder","SB1","SB",0.17,0.051816,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1071,2806239.4,1266595.92,7457.9,"PITRCK","Relocate 2022",2021,"Before",230000111555,"1","Riffle 1",32,109,71,0.23293964,69,"90",826,"Cobble","SC1","SC",1.58,0.481584,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
1072,2806247.5,1266603.23,7458.31,"PITRCK","Relocate 2022",2021,"Before",230000111746,"1","Riffle 1",32,111,68,0.22309712,59,"90",775,"Cobble","SC1","SC",1.14,0.347472,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
1073,2806247.37,1266606.6,7458.36,"PITRCK","Relocate 2022",2021,"Before",230000111707,"1","Riffle 1",32,151,98,0.32152232,58,"90",1186,"Cobble","SC1","SC",0.6,0.18288,1,1,0,0,0,0,"performed post-hoc position correction after base station fell over"
1074,2806244.43,1266611.41,7458.17,"PITRCK","Relocate 2022",2021,"Before",230000111577,"1","Riffle 1",32,102,78,0.25590552,45,"90",546,"Cobble","SC1","SC",0.72,0.219456,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
1075,2806245.37,1266617.78,7458.61,"PITRCK","Relocate 2022",2021,"Before",230000111607,"1","Riffle 1",32,113,100,0.328084,63,"90",1093,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1076,2806247.95,1266623.71,7458.2,"PITRCK","Relocate 2022",2021,"Before",230000111567,"1","Riffle 1",32,128,104,0.34120736,33,"90",645,"Cobble","SC1","SC",0.32,0.097536,1,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
1077,2806246.75,1266628.61,7457.68,"PITRCK","Relocate 2022",2021,"Before",228000607560,"1","Riffle 1",23,82,64,0.20997376,37,"64",407,"Gravel","VCG2","VCG",1.21,0.368808,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
1078,2806247.83,1266633.68,7457.52,"PITRCK","Relocate 2022",2021,"Before",230000111648,"1","Riffle 1",32,101,88,0.28871392,34,"90",508,"Cobble","SC1","SC",0.78,0.237744,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
1079,2806245.21,1266640.7,7458.89,"PITRCK","Relocate 2022",2021,"Before",228000607517,"1","Riffle 1",23,68,56,0.18372704,43,"64",241,"Gravel","VCG2","VCG",1.19,0.362712,1,1,1,0,0,0,NA
1080,2806238.55,1266531.7,7458.39,"PITRCK","Relocate 2022",2021,"Before",230000111581,"1","Riffle 1",32,113,101,0.33136484,43,"90",755,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,1,0,NA
1081,2806237.57,1266539.77,7458.22,"PITRCK","Relocate 2022",2021,"Before",228000607507,"1","Riffle 1",23,65,45,0.1476378,42,"64",197,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,0,0,0,NA
1082,2806236.46,1266545.13,7458.3,"PITRCK","Relocate 2022",2021,"Before",230000111693,"1","Riffle 1",32,154,92,0.30183728,58,"90",1342,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,0,NA
1083,2806234.48,1266551.51,7458.37,"PITRCK","Relocate 2022",2021,"Before",230000111535,"1","Riffle 1",32,168,101,0.33136484,97,"128",1715,"Cobble","SC2","SC",1.37,0.417576,1,1,1,0,0,0,NA
1084,2806234.27,1266554.71,7458.21,"PITRCK","Relocate 2022",2021,"Before",230000111562,"1","Riffle 1",32,197,169,0.55446196,68,"180",3575,"Cobble","LC1","LC",0.05,0.01524,0,0,0,0,0,0,NA
1085,2806232.98,1266560.08,7458.07,"PITRCK","Relocate 2022",2021,"Before",228000607552,"1","Riffle 1",23,75,64,0.20997376,54,"64",543,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,NA
1086,2806227.93,1266562.05,7458.04,"PITRCK","Relocate 2022",2021,"Before",230000111700,"1","Riffle 1",32,131,82,0.26902888,56,"90",709,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,1,0,NA
1087,2806231.83,1266570.06,7458.21,"PITRCK","Relocate 2022",2021,"Before",230000111521,"1","Riffle 1",32,203,83,0.27230972,83,"90",2179,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,1,0,NA
1088,2806216.49,1266572.08,7458.14,"PITRCK","Relocate 2022",2021,"Before",230000111516,"1","Riffle 1",32,126,96,0.31496064,79,"128",1425,"Cobble","SC2","SC",3.5,1.0668,1,1,1,0,0,0,NA
1089,2806230.46,1266579.14,7458.11,"PITRCK","Relocate 2022",2021,"Before",228000607535,"1","Riffle 1",23,74,54,0.17716536,36,"64",254,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,NA
1090,2806228.62,1266582.49,7458.17,"PITRCK","Relocate 2022",2021,"Before",230000111545,"1","Riffle 1",32,121,71,0.23293964,58,"90",829,"Cobble","SC1","SC",0.11,0.033528,0,0,0,0,0,0,NA
1091,2806223.37,1266587.01,7458,"PITRCK","Relocate 2022",2021,"Before",230000111540,"1","Riffle 1",32,119,82,0.26902888,59,"90",734,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,NA
1092,2806229.45,1266593.22,7458.08,"PITRCK","Relocate 2022",2021,"Before",230000111506,"1","Riffle 1",32,110,108,0.35433072,41,"128",941,"Cobble","SC2","SC",0.02,0.006096,0,0,0,0,0,0,NA
1093,2806224.13,1266598.24,7458.06,"PITRCK","Relocate 2022",2021,"Before",230000111667,"1","Riffle 1",32,153,114,0.37401576,52,"128",1347,"Cobble","SC2","SC",0.17,0.051816,0,0,0,0,0,0,NA
1094,2806225.95,1266605.62,7458.49,"PITRCK","Relocate 2022",2021,"Before",230000111614,"1","Riffle 1",32,306,205,0.6725722,256,"256",18900,"Cobble","LC2","LC",0.47,0.143256,0,0,0,0,0,0,NA
1095,2806224.93,1266612.08,7457.99,"PITRCK","Relocate 2022",2021,"Before",230000111549,"1","Riffle 1",32,82,76,0.24934384,75,"90",643,"Cobble","SC1","SC",0.12,0.036576,0,0,0,1,0,0,NA
1096,2806221.61,1266613.36,7457.86,"PITRCK","Relocate 2022",2021,"Before",230000111596,"1","Riffle 1",32,86,73,0.23950132,64,"90",548,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,NA
1097,2806221.3,1266618.71,7458.06,"PITRCK","Relocate 2022",2021,"Before",230000111503,"1","Riffle 1",32,156,92,0.30183728,43,"90",895,"Cobble","SC1","SC",1.56,0.475488,0,1,1,0,0,0,NA
1098,2806222.95,1266626.53,7458.42,"PITRCK","Relocate 2022",2021,"Before",230000111548,"1","Riffle 1",32,90,76,0.24934384,52,"90",530,"Cobble","SC1","SC",0.02,0.006096,0,0,0,0,1,0,NA
1099,2806211.18,1266625.35,7458.37,"PITRCK","Relocate 2022",2021,"Before",228000607571,"1","Riffle 1",23,127,71,0.23293964,31,"64",415,"Gravel","VCG2","VCG",4.39,1.338072,1,1,1,0,0,0,NA
1100,2804503.23,1266619.35,7453.84,"PITRCK","Relocate 2022",2021,"Before",230000111682,"2","Riffle 2",32,110,97,0.31824148,52,"90",812,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,1,0,NA
1101,2804501.85,1266612.95,7453.64,"PITRCK","Relocate 2022",2021,"Before",228000607570,"2","Riffle 2",23,75,63,0.20669292,48,"64",338,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,NA
1102,2804500.73,1266608.18,7453.75,"PITRCK","Relocate 2022",2021,"Before",230000111747,"2","Riffle 2",32,110,100,0.328084,59,"128",897,"Cobble","SC2","SC",0.01,0.003048,0,0,0,0,0,0,NA
1103,2804499.53,1266602.9,7453.7,"PITRCK","Relocate 2022",2021,"Before",230000111646,"2","Riffle 2",32,93,77,0.25262468,55,"90",508,"Cobble","SC1","SC",0.03,0.009144,0,0,0,0,1,0,NA
1104,2804497.24,1266597.45,7453.77,"PITRCK","Relocate 2022",2021,"Before",230000111620,"2","Riffle 2",32,159,120,0.3937008,46,"128",1290,"Cobble","SC2","SC",0.17,0.051816,0,0,0,0,1,0,NA
1105,2804486.95,1266594.29,7453.66,"PITRCK","Relocate 2022",2021,"Before",230000111681,"2","Riffle 2",32,100,65,0.2132546,55,"90",572,"Cobble","SC1","SC",0.01,0.003048,0,0,0,0,0,0,NA
1106,2804492.81,1266589.78,7453.6,"PITRCK","Relocate 2022",2021,"Before",228000607576,"2","Riffle 2",23,104,64,0.20997376,43,"64",599,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,NA
1107,2804491.79,1266585.35,7453.62,"PITRCK","Relocate 2022",2021,"Before",230000111601,"2","Riffle 2",32,129,115,0.3772966,45,"128",1232,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,NA
1108,2804492.83,1266579.8,7453.53,"PITRCK","Relocate 2022",2021,"Before",230000111723,"2","Riffle 2",32,146,89,0.29199476,36,"90",807,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,0,0,NA
1109,2804491.13,1266575.68,7453.38,"PITRCK","Relocate 2022",2021,"Before",230000111704,"2","Riffle 2",32,95,73,0.23950132,41,"64",416,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,0,1,0,"aquatic vegetation present"
1110,2804490.75,1266571.61,7453.87,"PITRCK","Relocate 2022",2021,"Before",230000111666,"2","Riffle 2",32,321,290,0.9514436,200,">256",18300,"Boulder","SB1","SB",0.16,0.048768,0,0,0,0,0,0,"aquatic vegetation present"
1111,2804488.19,1266566.65,7453.35,"PITRCK","Relocate 2022",2021,"Before",230000111657,"2","Riffle 2",32,100,72,0.23622048,42,"64",379,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,1,0,"aquatic vegetation present"
