"Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
50741,2806214.34,1266536.21,7458.04,"PITRCK","Relocate 2024",2024,"After",231000039765,"1","Riffle 1",14,46,30,0.0984252,22,"32",44,"Gravel","CG2","CG",NA,NA,1,NA,NA,0,0,1,NA
50742,2806268.08,1266558.46,NA,"PITRCK","Relocate 2024",2024,"After",230000111592,"1","Riffle 1",32,213,113,0.37073492,49,"128",2412,"Cobble","SC2","SC",30.82,9.393936,0,1,1,0,0,0,"M34 Detection Only."
50743,2806297.48,1266560.38,7458.35,"PITRCK","Relocate 2024",2024,"After",231000039781,"1","Riffle 1",14,52,28,0.09186352,24,"32",57.5,"Gravel","CG2","CG",0.26,0.079248,0,1,1,0,0,1,NA
50744,2806285.99,1266569.03,7458.81,"PITRCK","Relocate 2024",2024,"After",230000111695,"1","Riffle 1",32,120,97,0.31824148,77,"90",1034,"Cobble","SC1","SC",1.86,0.566928,1,1,1,1,0,0,NA
50746,2806293.35,1266584.56,7458.78,"PITRCK","Relocate 2024",2024,"After",230000111555,"1","Riffle 1",32,109,71,0.23293964,69,"90",826,"Cobble","SC1","SC",0.06,0.018288,0,0,0,1,0,0,NA
50747,2806293.32,1266594.05,7458.46,"PITRCK","Relocate 2024",2024,"After",228000607507,"1","Riffle 1",23,65,45,0.1476378,42,"64",197,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,0,0,1,NA
50748,2806286.34,1266599.03,7458.64,"PITRCK","Relocate 2024",2024,"After",230000111644,"1","Riffle 1",32,135,93,0.30511812,72,"90",1442,"Cobble","SC1","SC",0.11,0.033528,0,0,0,1,0,0,NA
50749,2806210.43,1266582.81,7457.87,"PITRCK","Relocate 2024",2024,"After",230000111698,"1","Riffle 1",32,89,82,0.26902888,70,"90",771,"Cobble","SC1","SC",69.24,21.104352,1,1,1,0,0,0,NA
50750,2806289.87,1266613.28,7459.05,"PITRCK","Relocate 2024",2024,"After",230000111614,"1","Riffle 1",32,306,205,0.6725722,256,"256",18900,"Cobble","LC2","LC",0.47,0.143256,1,0,0,0,0,0,NA
50751,2806289.29,1266621.85,7458.29,"PITRCK","Relocate 2024",2024,"After",228000607509,"1","Riffle 1",23,106,64,0.20997376,36,"64",440,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,1,NA
50752,2806136.2,1266595.64,7457.81,"PITRCK","Relocate 2024",2024,"After",228000607549,"1","Riffle 1",23,72,50,0.164042,38,"64",185,"Gravel","VCG2","VCG",109.16,33.271968,1,1,1,0,0,0,NA
50753,2806264.56,1266618.6,7458.06,"PITRCK","Relocate 2024",2024,"After",228000607571,"1","Riffle 1",23,127,71,0.23293964,31,"64",415,"Gravel","VCG2","VCG",7.47,2.276856,1,1,1,0,0,0,NA
50754,2806283.03,1266635.4,7458.31,"PITRCK","Relocate 2024",2024,"After",228000607541,"1","Riffle 1",23,91,64,0.20997376,40,"64",398,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,1,0,0,NA
50755,2806288.38,1266646.22,7458.26,"PITRCK","Relocate 2024",2024,"After",228000607534,"1","Riffle 1",23,70,63,0.20669292,55,"64",654,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,1,0,0,NA
50756,2806287.53,1266650.05,7458.5,"PITRCK","Relocate 2024",2024,"After",228000607577,"1","Riffle 1",23,94,66,0.21653544,23,"64",361,"Gravel","VCG2","VCG",1.57,0.478536,1,1,1,0,0,0,NA
50757,2806288.46,1266654.98,7458.76,"PITRCK","Relocate 2024",2024,"After",226001370244,"1","Riffle 1",12,17,15,0.0492126,9,"16",3.148,"Gravel","MG2","MG",0.26,0.079248,0,1,1,0,0,1,NA
50758,2806286.23,1266658.83,7459.09,"PITRCK","Relocate 2024",2024,"After",228000607517,"1","Riffle 1",23,68,56,0.18372704,43,"64",241,"Gravel","VCG2","VCG",0.19,0.057912,0,1,0,0,0,0,NA
50759,2806287.59,1266662.99,7459.13,"PITRCK","Relocate 2024",2024,"After",228000607560,"1","Riffle 1",23,82,64,0.20997376,37,"64",407,"Gravel","VCG2","VCG",0.15,0.04572,0,0,0,1,0,0,NA
50760,2806252.3,1266533.71,7458.69,"PITRCK","Relocate 2024",2024,"After",230000111560,"1","Riffle 1",32,91,75,0.246063,50,"64",337,"Gravel","VCG2","VCG",3.42,1.042416,1,1,1,0,0,0,NA
50761,2806257.65,1266537.95,7458.86,"PITRCK","Relocate 2024",2024,"After",231000039735,"1","Riffle 1",14,61,31,0.10170604,28,"32",87.5,"Gravel","CG2","CG",0.16,0.048768,0,1,0,0,0,1,NA
50762,2806257.6,1266542.29,7458.75,"PITRCK","Relocate 2024",2024,"After",230000111566,"1","Riffle 1",32,134,115,0.3772966,43,"128",1003,"Cobble","SC2","SC",0.1,0.03048,0,0,0,0,0,0,NA
50763,2806145.88,1266538,7457.23,"PITRCK","Relocate 2024",2024,"After",228000607573,"1","Riffle 1",23,102,61,0.20013124,48,"64",550,"Gravel","VCG2","VCG",50.98,15.538704,1,1,1,0,0,0,NA
50764,2805477.29,1266522.22,7456.76,"PITRCK","Relocate 2024",2024,"After",231000039711,"1","Riffle 1",14,38,34,0.11154856,22,"32",44,"Gravel","CG2","CG",307.52,93.732096,1,1,1,0,0,0,NA
50765,2806253.37,1266559.99,7459.29,"PITRCK","Relocate 2024",2024,"After",230000298013,"1","Riffle 1",32,225,170,0.5577428,104,"256",9100,"Cobble","LC2","LC",0.17,0.051816,0,0,0,0,0,0,NA
50766,2806218.87,1266564.7,7458.08,"PITRCK","Relocate 2024",2024,"After",228000607524,"1","Riffle 1",23,86,68,0.22309712,54,"64",562,"Gravel","VCG2","VCG",21.72,6.620256,1,1,1,1,0,0,NA
50767,2806165.98,1266560.53,7457.3,"PITRCK","Relocate 2024",2024,"After",228000607535,"1","Riffle 1",23,74,54,0.17716536,36,"64",254,"Gravel","VCG2","VCG",53.05,16.16964,1,1,1,0,0,1,NA
50768,2806251.1,1266580.45,7458.39,"PITRCK","Relocate 2024",2024,"After",230000111643,"1","Riffle 1",32,184,125,0.410105,58,"128",2352,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,NA
50769,2806247.51,1266581.61,7458.41,"PITRCK","Relocate 2024",2024,"After",228000607505,"1","Riffle 1",23,94,61,0.20013124,41,"64",336,"Gravel","VCG2","VCG",2.23,0.679704,1,1,1,0,0,0,NA
50771,2806247.93,1266595.68,7458.43,"PITRCK","Relocate 2024",2024,"After",230000111534,"1","Riffle 1",32,157,135,0.4429134,130,"180",3638,"Cobble","LC1","LC",0.07,0.021336,0,0,0,0,0,0,NA
50772,2806246.6,1266603.3,7458.35,"PITRCK","Relocate 2024",2024,"After",228000607565,"1","Riffle 1",23,94,58,0.19028872,56,"64",433,"Gravel","VCG2","VCG",0.27,0.082296,1,1,0,1,0,0,NA
50773,2806174.62,1266583.81,7457.48,"PITRCK","Relocate 2024",2024,"After",228000607520,"1","Riffle 1",23,90,64,0.20997376,52,"64",543,"Gravel","VCG2","VCG",77.29,23.557992,1,1,1,0,0,0,NA
50774,2806241.53,1266614.7,7458.13,"PITRCK","Relocate 2024",2024,"After",230000111541,"1","Riffle 1",32,356,290,0.9514436,138,">256",14100,"Boulder","SB1","SB",5.03,1.533144,1,1,1,0,0,0,NA
50775,2806244.94,1266622.08,7458.6,"PITRCK","Relocate 2024",2024,"After",230000111523,"1","Riffle 1",32,150,109,0.35761156,78,"128",1992,"Cobble","SC2","SC",1.92,0.585216,1,1,1,0,0,0,NA
50777,2806210.91,1266615.96,7458.46,"PITRCK","Relocate 2024",2024,"After",230000111684,"1","Riffle 1",32,198,117,0.38385828,64,"128",2248,"Cobble","SC2","SC",0.16,0.048768,1,0,0,0,0,1,NA
50779,2806059.04,1266586.43,7457.59,"PITRCK","Relocate 2024",2024,"After",230000111527,"1","Riffle 1",32,139,76,0.24934384,75,"90",1153,"Cobble","SC1","SC",46.52,14.179296,1,1,1,0,0,0,NA
50780,2806239.48,1266524.65,7459.35,"PITRCK","Relocate 2024",2024,"After",228000607516,"1","Riffle 1",23,81,63,0.20669292,55,"64",514,"Gravel","VCG2","VCG",0.25,0.0762,1,1,0,0,0,1,NA
50781,2806022.64,1266526.23,7457.3,"PITRCK","Relocate 2024",2024,"After",231000039720,"1","Riffle 1",14,88,39,0.12795276,14,"32",82,"Gravel","CG2","CG",109.42,33.351216,1,1,1,0,0,1,NA
50782,2806237.31,1266539.63,7458.61,"PITRCK","Relocate 2024",2024,"After",230000111728,"1","Riffle 1",32,165,123,0.40354332,75,"180",2327,"Cobble","LC1","LC",0.19,0.057912,0,0,0,0,0,0,NA
50783,2806219.93,1266543.52,7458.04,"PITRCK","Relocate 2024",2024,"After",228000607537,"1","Riffle 1",23,95,61,0.20013124,35,"64",458,"Gravel","VCG2","VCG",16.01,4.879848,1,1,1,0,0,0,NA
50784,2806232.34,1266549.84,7458.51,"PITRCK","Relocate 2024",2024,"After",230000298011,"1","Riffle 1",32,235,210,0.6889764,63,"256",7400,"Cobble","LC2","LC",0.08,0.024384,0,0,0,1,0,0,NA
50786,2806081.63,1266553.72,NA,"PITRCK","Relocate 2024",2024,"After",228000607533,"1","Riffle 1",23,89,65,0.2132546,52,"64",400,"Gravel","VCG2","VCG",77.85,23.72868,0,1,1,0,0,0,"M34 Detection Only."
50787,2806229.72,1266567.87,7458.62,"PITRCK","Relocate 2024",2024,"After",230000111510,"1","Riffle 1",32,460,230,0.7545932,125,"256",17100,"Cobble","LC2","LC",0.22,0.067056,0,0,0,1,0,0,NA
50788,2806223.66,1266572.53,7458.4,"PITRCK","Relocate 2024",2024,"After",230000111624,"1","Riffle 1",32,157,152,0.49868768,82,"180",2584,"Cobble","LC1","LC",8.02,2.444496,1,1,1,1,0,0,NA
50789,2806175.12,1266589.42,NA,"PITRCK","Relocate 2024",2024,"After",230000111677,"1","Riffle 1",32,90,78,0.25590552,69,"90",608,"Cobble","SC1","SC",34.72,10.582656,0,1,1,0,0,0,"M34 Detection Only."
50790,2806229.9,1266586.21,7457.94,"PITRCK","Relocate 2024",2024,"After",230000111548,"1","Riffle 1",32,90,76,0.24934384,52,"90",530,"Cobble","SC1","SC",0.45,0.13716,1,1,0,0,0,1,NA
50791,2806216.66,1266594.29,7457.66,"PITRCK","Relocate 2024",2024,"After",230000111570,"1","Riffle 1",32,218,94,0.30839896,50,"128",2142,"Cobble","SC2","SC",4.98,1.517904,1,1,1,1,0,0,NA
50792,2806227.34,1266601.47,7457.89,"PITRCK","Relocate 2024",2024,"After",230000111716,"1","Riffle 1",32,129,116,0.38057744,60,"128",1338,"Cobble","SC2","SC",0.12,0.036576,0,0,0,1,0,0,NA
50793,2806225.42,1266607.87,7458.57,"PITRCK","Relocate 2024",2024,"After",230000111507,"1","Riffle 1",32,331,236,0.77427824,143,"256",11400,"Cobble","LC2","LC",0.3,0.09144,1,0,0,0,0,0,NA
50795,2806219.4,1266616.72,7458.17,"PITRCK","Relocate 2024",2024,"After",230000111594,"1","Riffle 1",32,135,67,0.21981628,55,"90",911,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,1,NA
50797,2806221.94,1266628.97,7458.4,"PITRCK","Relocate 2024",2024,"After",230000111567,"1","Riffle 1",32,128,104,0.34120736,33,"90",645,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,1,NA
50799,2806148.92,1266610.84,7458.49,"PITRCK","Relocate 2024",2024,"After",230000111648,"1","Riffle 1",32,101,88,0.28871392,34,"90",508,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,1,NA
50800,2804575.76,1266602.81,7454.97,"PITRCK","Relocate 2024",2024,"After",230000111599,"2A","Riffle 2",32,135,120,0.3937008,75,"128",1877,"Cobble","SC2","SC",0.34,0.103632,1,0,0,0,0,0,NA
50801,2803567.14,1266622.98,7448.45,"PITRCK","Relocate 2024",2024,"After",228000607528,"2A","Riffle 2",23,84,69,0.22637796,41,"64",409,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,0,0,1,"Approximate recap location."
50802,2804567.28,1266592.78,7454.54,"PITRCK","Relocate 2024",2024,"After",230000111738,"2A","Riffle 2",32,140,110,0.3608924,77,"128",1999,"Cobble","SC2","SC",0.3,0.09144,1,0,0,1,0,0,NA
50804,2803117.77,1266475.2,7448.7,"PITRCK","Relocate 2024",2024,"After",228000607576,"2A","Riffle 2",23,104,64,0.20997376,43,"64",599,"Gravel","VCG2","VCG",NA,NA,1,NA,NA,0,0,1,NA
50805,2804614.44,1266585.85,7454.83,"PITRCK","Relocate 2024",2024,"After",230000111634,"2A","Riffle 2",32,367,215,0.7053806,128,"256",16700,"Cobble","LC2","LC",0.63,0.192024,1,0,0,0,0,0,NA
50807,2803614.74,1266656.69,7448.45,"PITRCK","Relocate 2024",2024,"After",230000111658,"2A","Riffle 2",32,90,83,0.27230972,56,"90",732,"Cobble","SC1","SC",786.76,239.804448,1,1,1,0,0,0,NA
50809,2804495.51,1266566.17,NA,"PITRCK","Relocate 2024",2024,"After",228000607558,"2A","Riffle 2",23,88,73,0.23950132,38,"64",444,"Gravel","VCG2","VCG",55.04,16.776192,0,1,1,0,0,0,"M34 Detection Only."
50811,2804626.5,1266556.36,7456.21,"PITRCK","Relocate 2024",2024,"After",230000111645,"2A","Riffle 2",32,134,101,0.33136484,91,"128",2037,"Cobble","SC2","SC",0.93,0.283464,1,1,1,0,0,0,NA
50812,2804604.58,1266552.81,7456.02,"PITRCK","Relocate 2024",2024,"After",228000607564,"2A","Riffle 2",23,108,64,0.20997376,45,"64",477,"Gravel","VCG2","VCG",0.3,0.09144,1,1,0,0,0,0,NA
50814,2804603.93,1266563.64,7455.43,"PITRCK","Relocate 2024",2024,"After",230000111719,"2A","Riffle 2",32,165,110,0.3608924,61,"128",1712,"Cobble","SC2","SC",0.11,0.033528,0,0,0,0,0,0,NA
50816,2802850.65,1266275.04,7448.65,"PITRCK?","Relocate 2024",2024,"After",228000607506,"2A","Riffle 2",23,87,72,0.23622048,35,"64",423,"Gravel","VCG2","VCG",NA,NA,0,NA,NA,0,0,0,"Survey Point 146502."
50817,2803790.37,1266665.66,7448.77,"PITRCK","Relocate 2024",2024,"After",230000111694,"2A","Riffle 2",32,150,109,0.35761156,88,"128",1738,"Cobble","SC2","SC",NA,NA,1,NA,NA,0,0,0,NA
50818,2804600.25,1266586.93,7454.75,"PITRCK","Relocate 2024",2024,"After",230000111729,"2A","Riffle 2",32,346,280,0.9186352,115,">256",21300,"Boulder","SB1","SB",0.04,0.012192,0,0,0,0,0,0,NA
50819,2803784.89,1266659.78,7448.76,"PITRCK","Relocate 2024",2024,"After",230000111660,"2A","Riffle 2",32,112,87,0.28543308,57,"90",727,"Cobble","SC1","SC",800.25,243.9162,1,1,1,0,0,1,NA
50821,2804578.32,1266600.87,7455.07,"PITRCK","Relocate 2024",2024,"After",230000111629,"2A","Riffle 2",32,155,132,0.43307088,54,"128",1834,"Cobble","SC2","SC",0.34,0.103632,1,0,0,0,0,0,NA
50822,2804452.07,1266569.66,7453.42,"PITRCK","Relocate 2024",2024,"After",226001370257,"2A","Riffle 2",12,26,20,0.0656168,9,"16",4.179,"Gravel","MG2","MG",101.96,31.077408,1,1,1,0,0,1,NA
50823,2803326.65,1266565.48,7448.93,"PITRCK","Relocate 2024",2024,"After",230000111718,"2A","Riffle 2",32,85,72,0.23622048,57,"90",509,"Cobble","SC1","SC",1141.64,347.971872,1,1,1,0,0,0,NA
50825,2804573.74,1266610.26,7455.3,"PITRCK","Relocate 2024",2024,"After",230000111603,"2A","Riffle 2",32,181,125,0.410105,100,"128",3827,"Cobble","SC2","SC",0.18,0.054864,0,0,0,0,0,0,NA
50826,2803866.44,1266671.17,7450.33,"PITRCK","Relocate 2024",2024,"After",231000039788,"2A","Riffle 2",14,51,36,0.11811024,18,"32",65,"Gravel","CG2","CG",475.64,144.975072,1,1,1,0,0,1,NA
50827,2804554.82,1266592.03,7454.49,"PITRCK","Relocate 2024",2024,"After",230000111605,"2A","Riffle 2",32,140,121,0.39698164,59,"128",1380,"Cobble","SC2","SC",0.23,0.070104,0,0,0,0,0,0,NA
50828,2804572.6,1266594.15,7455.32,"PITRCK","Relocate 2024",2024,"After",230000111515,"2A","Riffle 2",32,395,265,0.8694226,205,"362",27100,"Boulder","SB1","SB",1.44,0.438912,1,1,0,0,0,0,NA
50829,2804564.74,1266582.15,7454.46,"PITRCK","Relocate 2024",2024,"After",230000111586,"2A","Riffle 2",32,135,97,0.31824148,68,"128",1766,"Cobble","SC2","SC",2.01,0.612648,1,1,1,0,0,0,NA
50830,2803112.08,1266390.12,7449.05,"PITRCK","Relocate 2024",2024,"After",230000111583,"2A","Riffle 2",32,85,61,0.20013124,55,"90",493,"Cobble","SC1","SC",1306.02,398.074896,1,1,1,0,0,0,NA
50832,2804543.24,1266564.09,7454.44,"PITRCK","Relocate 2024",2024,"After",230000111547,"2A","Riffle 2",32,168,111,0.36417324,53,"90",1488,"Cobble","SC1","SC",15.89,4.843272,1,1,1,0,0,0,NA
50835,2803959.02,1266624.54,7451.71,"PITRCK","Relocate 2024",2024,"After",230000111671,"2A","Riffle 2",32,110,93,0.30511812,42,"90",657,"Cobble","SC1","SC",622.27,189.667896,1,1,1,0,0,1,NA
50836,2804576.89,1266551.26,7455.33,"PITRCK","Relocate 2024",2024,"After",230000111621,"2A","Riffle 2",32,118,79,0.25918636,65,"90",1151,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,NA
50837,2804509.88,1266596.25,7455.8,"PITRCK","Relocate 2024",2024,"After",230000111657,"2A","Riffle 2",32,100,72,0.23622048,42,"64",379,"Gravel","VCG2","VCG",7.12,2.170176,1,1,1,0,0,0,NA
50839,2804519.62,1266585.13,7454.82,"PITRCK","Relocate 2024",2024,"After",230000111709,"2A","Riffle 2",32,201,182,0.59711288,58,"180",3584,"Cobble","LC1","LC",0.34,0.103632,1,0,0,0,0,0,NA
50840,2803868.54,1266660.74,7450.53,"PITRCK","Relocate 2024",2024,"After",231000039715,"2A","Riffle 2",14,61,31,0.10170604,17,"32",42,"Gravel","CG2","CG",340.19,103.689912,1,1,1,0,0,1,NA
50842,2803796.61,1266674.78,NA,"PITRCK","Relocate 2024",2024,"After",230000111732,"2A","Riffle 2",32,210,158,0.51837272,107,"180",3929,"Cobble","LC1","LC",704.58,214.755984,0,1,1,0,0,0,"M34 Detection Only."
50843,2804525,1266563.08,7454.07,"PITRCK","Relocate 2024",2024,"After",230000111587,"2A","Riffle 2",32,320,235,0.7709974,105,"256",11600,"Cobble","LC2","LC",0.3,0.09144,1,0,0,0,0,0,NA
50844,2803657.67,1266626.27,7448.41,"PITRCK","Relocate 2024",2024,"After",228000607539,"2A","Riffle 2",23,110,63,0.20669292,31,"64",372,"Gravel","VCG2","VCG",824.72,251.374656,1,1,1,0,0,0,NA
50845,2804496.16,1266541.93,7453.21,"PITRCK","Relocate 2024",2024,"After",230000111602,"2A","Riffle 2",32,178,155,0.5085302,48,"180",2087,"Cobble","LC1","LC",3.48,1.060704,1,1,1,0,0,0,NA
50847,2804489.98,1266541.91,7453.05,"PITRCK","Relocate 2024",2024,"After",228000607569,"2A","Riffle 2",23,99,78,0.25590552,44,"64",493,"Gravel","VCG2","VCG",3.3,1.00584,1,1,1,0,0,0,NA
50848,2803575.08,1266619.59,7448.39,"PITRCK","Relocate 2024",2024,"After",228000607561,"2A","Riffle 2",23,106,53,0.17388452,49,"64",350,"Gravel","VCG2","VCG",686.06,209.111088,1,1,1,0,0,0,NA
50849,2804515.43,1266536.01,7454.96,"PITRCK","Relocate 2024",2024,"After",228000607547,"2A","Riffle 2",23,80,70,0.2296588,43,"64",370,"Gravel","VCG2","VCG",2.74,0.835152,1,1,1,0,0,0,NA
50850,2804253.34,1266614.14,7453.75,"PITRCK","Relocate 2024",2024,"After",228000607511,"2B","Riffle 2",23,120,75,0.246063,50,"64",466,"Gravel","VCG2","VCG",0.31,0.094488,0,1,0,0,0,1,"Approximate recap location."
50851,2804251.34,1266610.42,7453.39,"PITRCK","Relocate 2024",2024,"After",228000607570,"2B","Riffle 2",23,75,63,0.20669292,48,"64",338,"Gravel","VCG2","VCG",0.48,0.146304,1,1,1,0,0,1,NA
50852,2804234.46,1266614.19,7453.75,"PITRCK","Relocate 2024",2024,"After",231000039736,"2B","Riffle 2",14,49,36,0.11811024,20,"32",55.5,"Gravel","CG2","CG",11.41,3.477768,1,1,1,0,0,1,NA
50853,2803768.79,1266651.14,7448.38,"PITRCK","Relocate 2024",2024,"After",230000111669,"2B","Riffle 2",32,151,137,0.44947508,65,"128",2083,"Cobble","SC2","SC",0.28,0.085344,0,0,0,0,0,1,"Approximate recap location."
50854,2803530.22,1266641.3,7448.57,"PITRCK","Relocate 2024",2024,"After",230000111584,"2B","Riffle 2",32,145,141,0.46259844,67,"128",2105,"Cobble","SC2","SC",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50855,2803790.85,1266630.84,7448.64,"PITRCK","Relocate 2024",2024,"After",230000298004,"2B","Riffle 2",32,285,182,0.59711288,120,"256",11600,"Cobble","LC2","LC",19.74,6.016752,1,1,1,0,0,0,NA
50856,2803471.4,1266663.62,7449,"PITRCK","Relocate 2024",2024,"After",228000607554,"2B","Riffle 2",23,81,64,0.20997376,30,"64",213,"Gravel","VCG2","VCG",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50857,2803807.48,1266652.94,7449.13,"PITRCK","Relocate 2024",2024,"After",230000111568,"2B","Riffle 2",32,133,87,0.28543308,49,"90",784,"Cobble","SC1","SC",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50859,2803938.22,1266623.01,7451.33,"PITRCK","Relocate 2024",2024,"After",231000039740,"2B","Riffle 2",14,50,33,0.10826772,20,"32",41,"Gravel","CG2","CG",0.92,0.280416,1,1,1,0,0,1,NA
50860,2803749.68,1266651.1,NA,"PITRCK","Relocate 2024",2024,"After",209000133190,"2B","Riffle 2",23,84,64,0.20997376,35,"64",376.5,"Gravel","VCG2","VCG",20.61,6.281928,0,1,1,0,0,0,"M34 Detection. Replacement rock for 228000607545, which was previously deployed in riffle 2 but NEVER RECOVERED"
50862,2803694.35,1266666.42,7448.2,"PITRCK","Relocate 2024",2024,"After",228000607527,"2B","Riffle 2",23,70,74,0.24278216,55,"64",425,"Gravel","VCG2","VCG",464.58,141.603984,1,1,1,0,0,0,NA
50863,2803547.71,1266645.05,7448.62,"PITRCK","Relocate 2024",2024,"After",230000111606,"2B","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",59.39,18.102072,1,1,1,0,0,0,NA
50865,2803825.98,1266657.84,7450.26,"PITRCK","Relocate 2024",2024,"After",230000111572,"2B","Riffle 2",32,162,104,0.34120736,67,"128",1710,"Cobble","SC2","SC",105.94,32.290512,1,1,1,0,0,0,NA
50867,2803516.68,1266659.98,7448.31,"PITRCK","Relocate 2024",2024,"After",230000298005,"2B","Riffle 2",32,183,158,0.51837272,100,"256",4300,"Cobble","LC2","LC",0.09,0.027432,0,0,0,0,0,1,"Approximate recap location."
50868,2804146.52,1266631.66,7453.02,"PITRCK","Relocate 2024",2024,"After",230000111522,"2B","Riffle 2",32,295,250,0.82021,174,"256",16100,"Cobble","LC2","LC",0.22,0.067056,0,0,0,1,0,0,NA
50869,2803118.49,1266449.55,7449.78,"PITRCK","Relocate 2024",2024,"After",228000607504,"2B","Riffle 2",23,77,65,0.2132546,40,"64",362,"Gravel","VCG2","VCG",449.17,136.907016,1,1,1,0,0,1,NA
50870,2802722.98,1266159.33,7447.49,"PITRCK?","Relocate 2024",2024,"After",228000607514,"2B","Riffle 2",23,139,64,0.20997376,54,"64",813,"Gravel","VCG2","VCG",NA,NA,0,NA,NA,0,0,0,"M34 Detection."
50871,2803754.71,1266647,7448.35,"PITRCK","Relocate 2024",2024,"After",230000111504,"2B","Riffle 2",32,166,128,0.41994752,81,"128",2127,"Cobble","SC2","SC",0.3,0.09144,0,0,0,0,0,1,"Approximate recap location."
50874,2803122.93,1266464.18,7448.76,"PITRCK","Relocate 2024",2024,"After",228000607540,"2B","Riffle 2",23,100,67,0.21981628,46,"64",506,"Gravel","VCG2","VCG",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50875,2803145.47,1266458.17,7448.02,"PITRCK","Relocate 2024",2024,"After",228000607526,"2B","Riffle 2",23,117,74,0.24278216,43,"64",561,"Gravel","VCG2","VCG",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50876,2804171.16,1266637.54,7453.5,"PITRCK","Relocate 2024",2024,"After",230000298012,"2B","Riffle 2",32,193,120,0.3937008,84,"256",4900,"Cobble","LC2","LC",1.88,0.573024,1,1,1,0,0,0,NA
50878,2804190.46,1266621.47,7453.72,"PITRCK","Relocate 2024",2024,"After",230000111666,"2B","Riffle 2",32,321,290,0.9514436,200,">256",18300,"Boulder","SB1","SB",0.4,0.12192,0,0,0,0,0,0,NA
50879,2803095.27,1266474.14,NA,"PITRCK","Relocate 2024",2024,"After",228000607572,"2B","Riffle 2",23,75,68,0.22309712,37,"64",300,"Gravel","VCG2","VCG",NA,NA,0,NA,NA,0,0,0,"M34 Detection Only."
50880,2803651.37,1266642.54,7448.57,"PITRCK","Relocate 2024",2024,"After",230000111705,"2B","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",39.66,12.088368,1,1,1,0,0,0,NA
50883,2804003.55,1266655.93,7451.43,"PITRCK","Relocate 2024",2024,"After",230000111508,"2B","Riffle 2",32,256,214,0.70209976,190,"256",16900,"Cobble","LC2","LC",NA,NA,1,NA,NA,0,0,0,NA
50885,2803846.1,1266650.86,7450.05,"PITRCK","Relocate 2024",2024,"After",230000111703,"2B","Riffle 2",32,114,85,0.2788714,37,"90",604,"Cobble","SC1","SC",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50887,2802849.2,1266239.1,7447.61,"PITRCK","Relocate 2024",2024,"After",230000111696,"2B","Riffle 2",32,103,89,0.29199476,59,"90",759,"Cobble","SC1","SC",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50891,2803441.12,1266630.77,7448.29,"PITRCK","Relocate 2024",2024,"After",230000111604,"2B","Riffle 2",32,195,62,0.20341208,56,"90",1437,"Cobble","SC1","SC",1.47,0.448056,1,1,1,0,0,1,"Approximate recap location."
50893,2804144.99,1266630.25,7453.22,"PITRCK","Relocate 2024",2024,"After",230000111726,"2B","Riffle 2",32,330,285,0.9350394,138,"362",32000,"Boulder","SB1","SB",0.06,0.018288,0,0,0,0,0,0,NA
